Anthony Bannwart (CH) képzőművész,		2011-10-17 18:00:00
Asztalos Zs.,		2008-03-20 18:00:00	2008-03-18 18:00:00
A:AI (Archiv für Architektur und Ingenieurbaukunst NRW,		2016-10-08 10:30:00	2016-10-06 18:00:00
Amerigo Tot,		2009-10-09 18:00:00	2009-10-08 19:00:00	2017-11-05 15:00:00	2017-11-03 16:00:00	2007-11-14 19:00:00	2007-11-13 18:00:00	2010-09-23 18:00:00	2010-09-23 18:00:00	2011-12-08 18:00:00	2011-12-08 18:00:00	2012-12-09 15:00:00	2012-12-06 10:00:00
Deigner Ágnes építész,		2012-05-31 19:00:00	2012-05-29 17:00:00
fragmentum		2019-09-14 18:00:00	2019-09-14 10:00:00
Yuanyuan Zhuang,		2013-03-14 16:00:00	2013-03-14 18:00:00
Hegedűs Fanni,		2017-04-29 10:00:00
Kováts Albert,		2015-11-14 10:00:00	2015-11-10 18:00:00	2013-03-20 19:00:00	2013-03-22 18:00:00	2010-10-28 18:00:00	2010-10-27 18:00:00	2009-03-06 19:00:00	2009-03-03 18:00:00	2001-12-12 17:00:00	2001-12-13 20:00:00	2009-02-24 20:00:00	2009-02-24 18:00:00	2019-12-14 16:00:00	2019-12-10 18:00:00	2009-11-03 12:00:00	2012-04-24 18:00:00	2012-04-25 18:00:00
Ángel de da Rubia,		2009-03-24 17:00:00	2009-03-27 20:00:00
Janiga Lívia - Litványi János,		2017-08-01 17:00:00	2017-08-01 18:00:00
Albert Ádám		2014-01-22 18:00:00	2014-01-21 18:00:00	2018-05-29 18:00:00	2018-05-31 17:00:00	2014-02-19 17:00:00	2014-02-20 18:00:00
Marian Dörk,		2013-09-07 16:00:00	2013-09-04 18:30:00
Gyalog Eszter,		2010-04-29 18:00:00	2010-04-29 18:00:00	2010-05-19 19:00:00	2010-05-18 10:00:00
az Österreichische Fotogalerie,		2002-05-30 18:00:00	2002-05-30 18:00:00
Berlinische Galerie,		2000-10-05 18:00:00
Szombathy Bálint képzőművész,		2015-03-31 19:30:00	2015-04-01 18:00:00	2019-05-12 16:00:00	2019-05-09 18:00:00
KÖNYV KATA,		2012-02-28 19:00:00	2012-03-02 18:30:00	2017-06-08 17:30:00
Füredi Zoltán,		2017-10-03 19:00:00	2017-10-05 18:00:00
Takács János,		2006-11-09 17:00:00	2006-11-07 17:00:00
Mimmo Rotella (I),		2015-10-06 18:00:00	2015-10-08 18:00:00
Orit Raff,		2002-04-10 19:00:00	2002-04-10 17:00:00
Dr. Hornyik Sándor		2011-11-05 16:00:00	2011-11-04 18:00:00
Marko Lipus,		2014-11-10 19:00:00	2014-11-13 18:00:00
Lee Friedlander,		2016-06-23 17:00:00	2016-06-25 18:00:00
Tomá¹ Moravec		2011-09-01 19:00:00
Gülch Csaba		2005-08-28 15:00:00
Gerard Polhuis,		2004-10-05 18:00:00	2004-10-07 19:00:00
Fokus Grupa,		2015-09-13 11:00:00	2015-09-11 18:00:00	2015-04-22 18:00:00	2015-04-22 18:00:00	2015-04-24 18:00:00	2015-04-24 15:00:00
Maczó Péter,		2017-08-01 17:00:00	2017-08-01 18:00:00
Beke Zsófia,		2001-08-25 13:00:00	2003-08-05 18:00:00
Szőcs Géza költő		2011-11-09 19:00:00	2011-11-09 18:00:00
Budapesti dunai rakpartok,		2013-01-14 18:00:00	2013-01-16 18:00:00
Julie Delpy,		2013-03-14 16:00:00	2013-03-14 16:00:00	2013-03-13 19:00:00
Bajgal Dölgön,		2013-01-27 16:00:00	2013-01-23 18:00:00	2017-05-13 15:00:00	2017-05-11 17:00:00
Városi Gábor,		2003-09-05 01:00:00	2003-09-04 19:00:00
cím: Epreskert I/2.terem,		2004-09-23 19:00:00	2004-09-20 17:00:00
Mulasics,		2008-03-20 18:00:00	2008-03-20 18:00:00
Dr. Gerlinde Schrammel művészettörténész		2011-02-22 18:00:00	2011-02-24 17:00:00
Deák Erika,		2011-09-01 19:00:00	2011-09-02 19:30:00	2000-01-14 18:00:00	2009-04-21 18:00:00	2009-04-23 19:00:00
Brazília magyarországi nagykövete,		2017-09-05 17:00:00	2017-09-06 18:00:00
Christina Werner,		2017-12-13 18:00:00
Mazányi Judit,		2016-05-25 18:00:00	2016-05-26 17:00:00	2018-02-11 16:30:00
KAOZZ INC wall paint,		2010-05-19 19:00:00	2010-05-22 19:30:00
Francois Ayroles,		2005-03-31 17:00:00	2005-04-01 19:00:00
Zsuzsanna Gilice,		2004-08-05 17:00:00
JUHÁSZ TAMÁS,		2014-11-26 19:00:00
Mélyi József művészettörténésszel		2014-06-12 20:00:00	2014-06-11 18:00:00
Kassák Múzeum		2017-06-20 16:30:00	2017-06-24 17:45:00	2016-10-11 19:00:00	2016-10-13 17:00:00	2016-11-03 18:00:00	2016-11-05 10:00:00
Fia-Stina SANDLUND,		2008-09-11 17:00:00	2008-09-12 19:00:00
Krassimir Terziev,		2007-06-20 19:45:00	2007-06-22 18:00:00
Birkás Mona,		2013-10-29 17:00:00	2013-10-31 17:00:00	2016-06-18 16:00:00	2016-06-17 19:00:00	2015-08-24 18:30:00	2015-08-27 20:00:00	2013-07-11 18:00:00	2013-07-08 18:00:00
Szabó Nóra képzőművész,		2005-05-05 17:30:00
Anke Mellin,		2008-03-28 19:00:00	2008-03-30 17:00:00
Joanna Hill,		2008-02-14 18:00:00	2008-02-12 17:00:00
Tatai Erzsébet,		2001-10-20 18:30:00	2001-10-20 16:00:00	2015-11-14 10:00:00	2015-11-13 18:00:00	2009-02-16 18:00:00	2009-02-17 18:00:00	2002-06-04 19:00:00	2002-06-05 18:00:00	2002-04-10 19:00:00	2002-04-10 18:00:00	2018-06-05 18:00:00	2018-06-06 19:00:00	2011-06-15 17:00:00	2011-06-15 18:00:00	2000-02-17 18:00:00	2000-02-15 18:00:00	2014-02-12 18:00:00	2014-02-11 18:00:00
MKE Képzőművészet -elmélet szak másodéves hallgatói,		2016-10-26 18:00:00	2016-10-27 17:30:00
Kludovácz András,		2003-03-05 18:00:00	2010-05-27 18:00:00	2009-01-15 19:00:00
Rókás László		2008-11-16 16:00:00
Oravecz Tímea		2015-04-22 18:00:00	2015-04-24 15:00:00
Pintér György,		2008-08-05 20:00:00	2008-08-07 19:00:00
Pálmai Melinda,		2012-07-12 17:00:00	2012-07-10 19:00:00
SZITÁS Janka,		2017-11-25 10:30:00	2017-11-22 19:00:00
SCHROTTA János Frigyes,		2007-02-22 17:00:00	2007-02-20 16:00:00
René Block		2012-05-31 19:00:00	2012-06-02 18:00:00
223 művész,		2013-05-15 19:00:00	2013-05-18 16:00:00
Banki Akos,		2015-12-09 19:00:00
Varja Močnik,		2015-09-17 19:00:00
Fitz Péter		2010-04-21 19:00:00	2010-04-20 18:00:00	2017-11-05 15:00:00	2017-11-03 19:00:00	2011-04-13 18:00:00	2011-04-14 18:00:00	2011-09-01 19:00:00	2011-09-01 17:00:00	2013-03-20 19:00:00	2013-03-21 18:00:00	2008-04-17 17:00:00	2014-10-07 17:00:00	2014-10-09 18:00:00	2012-10-25 15:00:00	2012-10-25 18:00:00	2015-06-03 18:00:00	2015-06-06 11:30:00	2010-01-10 16:00:00	2010-01-08 19:00:00	2009-05-21 18:00:00	2009-05-21 18:00:00	2015-04-09 19:00:00	2015-04-09 19:00:00	2015-04-09 19:00:00	2015-04-09 19:00:00	2002-01-10 18:00:00	2008-12-09 19:00:00	2002-07-11 17:00:00	2018-04-21 11:00:00	2018-04-17 18:00:00	2003-08-28 20:00:00
Spengler Katalin műgyűjtő,		2017-10-28 10:00:00	2017-10-27 18:00:00
TAMÁS JOVÁNOVICS		2012-02-16 19:00:00
Dr. Eisler János		2008-06-19 19:00:00	2008-06-18 18:00:00
Alenka Gregorič		2015-04-22 18:00:00	2015-04-22 18:00:00	2015-04-24 18:00:00	2015-04-24 15:00:00
Homoki Anikó,		2019-11-05 18:00:00	2019-11-07 17:00:00
Swierkiewicz Róbert és Szücs Attila,		2008-06-02 19:00:00
Benedek Anna		2013-06-25 19:00:00	2013-06-25 18:00:00	2012-06-28 18:00:00	2012-06-27 19:00:00
Császár péter,		2001-09-08 19:00:00	2001-09-06 18:00:00
Kemény Judit,		2012-09-13 18:00:00	2012-09-16 17:00:00	2013-09-10 19:00:00	2013-09-12 18:00:00	2015-05-17 10:00:00	2015-05-15 19:00:00	2009-11-25 16:00:00	2009-11-26 17:00:00	2010-06-04 19:00:00	2010-06-05 14:00:00
Nora Malles		2011-09-16 19:00:00	2011-09-13 20:00:00
Kukla Krisztián esztéta		2019-02-04 19:00:00	2019-02-06 18:00:00	2019-12-04 18:00:00	2019-12-04 18:00:00	2016-10-26 18:00:00	2016-10-27 19:00:00
Szilagyi Lenke,		2008-01-15 18:30:00	2001-06-14 19:00:00	2001-06-14 18:00:00
EGLE Anita,		2014-05-14 19:00:00
Kégl George (HU),		2017-06-20 16:30:00	2017-06-24 16:00:00
Móga Sebők Erzsébet gyógypedagógus		2012-02-16 17:00:00
Olajos György ▪  Szirmay Zsanett,		2015-02-09 18:00:00	2015-02-09 18:00:00
Artworld Anonymous,		2001-11-28 18:00:00	2001-11-30 18:00:00
Miss KK,		2012-12-09 15:00:00	2012-12-08 16:00:00
John Wood és Paul Harrison,		2006-03-14 18:00:00	2006-03-19 11:00:00
P.O.L.E. (CZ/RU),		2015-04-22 18:00:00	2015-04-23 19:00:00
Szilárd Klára festő- és szobrászművész,		2009-06-04 18:00:00	2009-06-06 17:00:00
Nemes Judit festőművész,		2018-12-11 18:00:00	2018-12-12 18:00:00
Garami Gréta		2015-05-27 18:00:00	2015-05-30 16:00:00
Balázs Csaba,		2014-03-24 19:00:00	2014-03-25 20:00:00	2016-02-17 18:00:00	2016-02-16 20:00:00
Vlagyimir Nikolaevics Szergejev,		2016-05-11 18:00:00	2016-05-12 18:00:00
a Fotóporta 2014 fődíjasa,		2015-05-17 10:00:00	2015-05-15 18:00:00
Tillinger Adrienn,		2018-06-05 18:00:00	2018-06-10 14:00:00
Min&#968;ó Szert,		2008-03-14 18:00:00	2008-03-11 20:00:00
Gajzágó Donát,		2009-11-03 12:00:00
Fridvalszki Márk,		2014-04-18 18:00:00	2014-04-17 18:00:00	2015-12-02 18:00:00	2015-12-03 19:00:00	2010-01-30 17:00:00	2010-01-26 19:00:00	2017-03-22 19:00:00	2017-03-23 19:00:00	2016-10-19 18:00:00	2016-10-21 20:00:00	2017-09-05 17:00:00	2017-09-05 19:00:00	2016-12-15 18:00:00	2016-12-16 19:00:00	2019-03-13 18:00:00	2018-03-20 18:00:00	2018-03-23 20:00:00	2018-04-26 20:00:00	2018-04-28 19:00:00	2017-01-25 18:00:00	2017-01-27 18:00:00	2018-02-22 18:00:00	2018-02-22 18:00:00	2018-02-20 19:00:00	2018-02-20 19:00:00	2014-07-17 18:00:00	2014-07-16 10:00:00	2017-09-29 19:30:00	2013-08-16 10:00:00	2014-12-20 16:00:00	2015-05-20 18:00:00	2015-05-19 18:00:00	2017-12-05 17:00:00	2016-03-25 14:00:00	2016-03-24 19:00:00
Dr. S. Kovács Ilona etnográfus		2014-10-17 19:00:00	2014-10-16 17:00:00
Pribék Gábor – Kolozsvári Lajos,		2016-10-19 18:00:00	2016-10-21 20:00:00
Kókai János,		2012-06-16 17:30:00	2012-06-12 18:00:00
RAJNAI Ákos,		2018-04-10 18:00:00	2018-04-14 18:00:00	2018-05-25 18:00:00	2018-05-26 18:30:00	2018-02-09 18:00:00
SZÉKELY Katalin,		2017-02-01 18:00:00	2017-02-02 18:00:00	2018-06-23 10:00:00	2018-06-21 18:00:00
Issa TOUMA,		2013-09-28 16:00:00	2013-09-26 17:00:00
az Art Salon Társalgó Galéria vezetője		2018-10-18 18:00:00	2018-10-19 17:00:00
SÁNDORKrisztián,		2014-11-28 15:00:00
A Várbazár szobrászai,		2003-03-21 18:00:00	2003-03-20 18:00:00
Default Productions,		2016-04-13 18:00:00	2016-04-14 19:00:00
DLA,		2005-10-20 18:00:00	2006-09-21 18:00:00	2006-09-18 18:00:00	2004-10-13 18:00:00	2004-10-14 17:00:00
Révész László László,		2016-02-03 18:00:00	2016-02-06 15:00:00	2014-04-18 18:00:00	2014-04-18 18:00:00	2008-08-05 20:00:00	2008-08-07 19:00:00	2015-12-02 18:00:00	2015-12-02 18:00:00	2015-12-03 17:00:00	2015-12-04 19:00:00	2019-11-27 18:30:00	2019-11-30 16:00:00	2006-11-17 18:00:00	2006-11-18 11:30:00	2009-03-17 18:00:00	2009-03-20 19:00:00	2009-08-07 19:00:00	2009-08-06 18:00:00	2019-03-07 18:00:00	2019-03-06 18:00:00	2011-12-15 18:00:00	2011-12-13 18:00:00	2018-05-29 18:00:00	2018-06-02 10:00:00	2008-10-09 18:00:00	2013-04-23 18:00:00	2013-04-22 18:00:00	2002-09-05 19:00:00	2002-09-05 18:00:00	2016-04-20 18:00:00	2016-04-21 18:00:00	2011-04-26 18:00:00	2011-04-29 18:00:00	2012-05-03 17:00:00	2012-05-04 01:00:00	2018-06-05 18:00:00	2018-06-07 18:00:00	2018-05-25 18:00:00	2018-05-24 18:00:00	2001-06-07 19:00:00	2016-04-05 19:00:00	2016-04-07 19:00:00
Muladi Brigitta  a kiállítás kurátora		2009-05-28 16:00:00	2009-05-27 18:00:00
Sebesvári Soma,		2016-08-09 18:00:00	2016-08-09 19:00:00	2013-02-16 17:00:00	2013-02-13 19:00:00
Plohn József,		2015-03-12 17:00:00
Nagy Lea		2019-12-04 18:00:00	2019-12-07 18:30:00
Mana Bucur,		2015-03-20 18:00:00	2015-03-20 18:00:00	2015-03-20 18:00:00	2015-03-20 18:00:00	2016-06-03 16:00:00	2016-06-03 19:00:00
Peták Péter,		2009-01-14 18:00:00
Damian Stamer,		2008-01-25 19:00:00
francia gondolkodó,		2013-04-02 18:00:00	2013-04-02 19:00:00
Tóth Anna Eszter		2012-01-23 18:00:00	2012-01-25 17:00:00	2016-01-27 18:00:00	2016-01-31 16:00:00	2011-12-15 18:00:00	2011-12-15 18:00:00	2016-01-13 18:00:00	2016-01-15 17:00:00
Kétker-Étkem,		2011-04-01 10:00:00
Tóth Pitya István,		2017-12-13 18:00:00
VETLÉNYI Zsolt,		2008-11-16 16:00:00
Szabó,		2009-12-20 16:00:00	2009-12-19 17:00:00	2002-02-01 18:00:00
Jurecskó/Kishonthy,		2000-09-25 18:00:00
Agnes von Uray,		2011-08-18 18:00:00	2011-08-20 10:00:00	2018-01-18 18:00:00	2017-05-13 15:00:00	2017-05-11 17:00:00
Dr. Rényi András PhD		2016-07-07 18:00:00	2016-07-05 18:00:00
Bakos Tamás,		2018-10-03 19:00:00	2018-10-05 17:00:00	2019-11-27 18:30:00	2019-11-26 18:00:00	2018-09-01 17:00:00	2018-09-01 17:00:00	2018-08-30 17:00:00	2017-10-19 19:00:00	2017-10-17 17:00:00	2014-02-19 17:00:00	2014-02-20 18:00:00	2019-04-07 10:00:00	2019-04-01 17:00:00	2016-12-07 18:00:00	2016-12-07 18:00:00
Szabó Emőke,		2012-05-03 17:00:00	2012-05-04 16:00:00
JUHÁSZ Dorina m.v.,		2017-10-03 19:00:00	2017-10-07 18:00:00
Adela Jusic / CRVENA,		2015-09-18 10:00:00
Martino Coppes,		2002-03-13 21:00:00	2002-03-16 16:00:00
Hargitai András,		2014-12-20 16:00:00
Paolo Pellegrin,		2014-05-27 18:00:00	2014-05-27 11:00:00
Daniel ARHIPENKO,		2015-07-07 18:00:00	2015-07-09 18:00:00
Andrási Gábor  a Műértő főszerkesztője,		2011-11-30 16:00:00	2011-12-01 19:00:00
Miklos Onucsan,		2011-09-10 11:00:00	2011-09-08 18:00:00	2011-10-06 18:00:00
Kassaboys,		2014-05-05 18:00:00	2014-05-08 19:00:00
Márta István		2008-01-09 17:00:00
Bruno,		2017-09-30 18:00:00
Zsemlye,		2006-12-04 18:00:00
Boruzs Ádám,		2018-12-05 18:00:00	2017-05-13 15:00:00	2017-05-10 18:00:00
Family worm,		2013-05-28 18:00:00	2013-05-30 19:00:00
amerikai művészek,		2000-09-21 18:00:00
Nemes Attila kulturális közvetítő,		2014-11-18 18:00:00	2014-11-17 11:00:00
SZILÁGYI RUDOLF,		2015-05-27 18:00:00	2015-05-29 17:00:00
Kárándi Tünde,		2013-10-29 17:00:00	2013-10-31 17:00:00	2016-05-06 18:00:00	2016-05-04 18:00:00	2016-03-08 18:00:00	2016-03-11 19:00:00
Gert Riel,		2014-10-07 17:00:00	2014-10-08 18:00:00
Horváth Kristóf,		2017-09-29 15:00:00
Elektróda,		2010-11-10 19:00:00	2010-11-13 19:00:00
Rédei Ferenc,		2014-06-12 20:00:00	2014-06-11 19:00:00
Bernáth Milán,		2011-09-20 19:00:00
Győrrfy László,		2013-12-17 19:00:00	2013-12-17 19:00:00
Giró-Szász Krisztina,		2011-05-22 16:00:00	2011-05-19 18:00:00
Andrasev Nadja,		2018-05-03 20:00:00
Ladik Katalin költő,		2016-05-18 18:00:00	2016-05-17 18:00:00
KUSOVSZKY BEA,		2018-11-21 19:00:00
Bánki,		2009-06-26 23:55:00	2009-06-25 19:00:00	2009-06-17 19:00:00
Prőhle Gergely,		2017-07-11 18:00:00	2017-07-12 18:00:00	2015-04-29 18:00:00	2015-04-28 16:00:00	2018-10-25 17:00:00	2018-10-26 17:00:00
K. Horváth Zsolt (társadalomtörténész,		2018-02-09 17:00:00
Reischl Gábor a Magyar Építőművészek Szövetségének elnöke		2006-09-21 18:00:00	2006-09-18 15:30:00
Rezsonya Kata,		2010-11-03 19:00:00	2010-11-05 15:00:00
Kukorelly Endre író		2009-04-14 18:00:00	2009-04-15 19:00:00
Gályász Anett,		2018-05-03 19:00:00	2019-01-14 18:00:00	2019-01-18 19:00:00	2019-04-17 18:00:00	2019-04-21 16:00:00	2019-03-21 17:00:00	2019-03-20 19:00:00	2019-06-19 18:00:00	2019-06-18 19:00:00	2018-11-21 18:00:00
Szunyogh László,		2013-09-17 18:00:00	2013-09-17 18:00:00	2017-03-08 18:00:00	2017-03-07 18:00:00	2004-05-20 18:00:00	2004-05-23 11:00:00
Hegyi Zsolt,		2006-02-02 17:00:00	2004-11-29 16:00:00	2002-04-20 19:00:00	2002-04-15 16:00:00	2002-10-29 16:00:00	2002-08-27 18:00:00	2002-08-27 16:00:00	2002-03-05 18:00:00	2002-03-04 18:00:00	2003-04-07 16:00:00	2006-10-05 16:00:00	2006-03-28 19:00:00	2006-03-28 16:00:00	2001-07-16 17:00:00	2001-07-16 18:05:00	2006-07-07 10:00:00	2001-09-11 18:00:00	2002-03-25 16:00:00	2011-06-02 18:00:00	2011-05-31 18:00:00	2003-01-15 16:00:00	2003-01-14 16:00:00	2005-04-04 18:00:00	2002-02-05 16:00:00	2003-05-06 16:00:00	2003-05-05 16:00:00	2002-08-06 16:00:00	2002-08-05 18:00:00	2003-09-15 16:00:00	2002-09-19 16:00:00	2002-09-16 16:00:00	2001-08-13 16:00:00	2006-12-04 18:00:00	2006-12-08 16:00:00	2001-11-28 18:00:00	2001-11-27 18:00:00	2000-10-05 18:00:00	2000-10-05 16:00:00	2006-11-02 21:00:00	2006-11-03 17:00:00	2004-10-05 18:00:00	2004-10-04 18:00:00	2006-01-06 18:00:00	2006-08-03 17:00:00	2006-08-01 16:00:00	2002-07-11 17:00:00	2002-07-09 16:00:00	2001-10-24 19:00:00	2001-10-23 10:00:00	2004-06-01 18:00:00	2004-06-01 16:00:00	2002-11-19 18:00:00	2002-11-18 16:00:00	2007-01-02 16:00:00	2005-09-02 18:00:00	2005-08-30 16:00:00	2003-03-13 18:00:00	2000-07-05 17:00:00	2005-11-03 18:00:00	2005-11-06 16:00:00	2001-06-25 16:00:00	2003-06-10 16:00:00	2002-06-14 19:00:00	2002-06-11 16:00:00	2002-12-19 17:00:00	2006-11-27 19:00:00	2006-11-28 16:00:00	2007-11-08 18:00:00	2007-11-08 16:00:00
Kontsek Ildikó,		2019-10-29 18:00:00	2019-10-29 17:00:00
Agnes Varnai,		2018-06-05 18:00:00	2018-06-06 19:00:00
Tarr Kálmán,		2018-01-23 20:00:00
Haász István,		2009-01-27 19:00:00	2009-01-29 18:00:00	2013-05-07 16:30:00	2013-05-11 19:00:00	2014-09-03 10:00:00	2014-09-07 16:00:00	2013-11-20 19:00:00	2013-11-21 18:00:00	2006-03-21 18:00:00	2006-03-23 19:00:00	2019-12-04 18:00:00	2019-12-04 18:00:00	2013-11-13 18:00:00	2013-11-14 18:00:00	2017-10-03 19:00:00	2017-10-03 19:00:00	2017-10-02 19:00:00	2017-10-02 19:00:00	2018-05-04 19:00:00	2014-10-07 17:00:00	2014-10-08 18:00:00	2018-03-28 19:00:00	2015-03-31 19:30:00	2015-04-02 18:00:00	2017-05-03 19:00:00	2014-07-12 16:00:00	2000-08-24 18:00:00	2007-01-23 18:00:00	2007-01-26 18:00:00	2017-07-19 19:00:00	2017-07-20 19:00:00	2015-01-29 17:00:00	2015-01-30 10:00:00	2004-10-05 18:00:00	2010-05-27 18:00:00	2018-11-21 19:00:00	2016-04-13 18:00:00	2016-04-14 18:00:00	2005-12-17 15:00:00	2009-10-01 18:00:00	2009-09-30 18:00:00	2006-12-13 18:00:00	2006-12-13 18:00:00	2009-11-05 19:00:00	2015-02-18 00:00:00	2015-02-18 18:00:00
Andrej Tarkovszkij		2017-11-09 17:00:00	2017-11-07 18:00:00	2017-11-25 10:30:00	2017-11-23 18:00:00	2017-12-05 17:00:00
Szűts,		2001-02-08 17:00:00
Babarczy Eszter eszmetörténész		2004-05-12 19:00:00	2004-05-11 18:00:00	2008-03-04 18:00:00
Yorgos Sapountzis,		2014-03-01 16:00:00	2014-03-01 15:00:00	2014-02-12 18:00:00	2014-02-13 19:00:00
Fehér László,		2013-01-27 16:00:00	2013-01-24 18:00:00	2015-06-21 15:00:00	2015-06-19 18:00:00	2006-06-17 18:00:00	2006-06-15 19:00:00	2007-08-21 18:00:00	2007-08-26 11:00:00	2008-05-20 18:00:00	2013-03-07 17:00:00	2013-03-06 18:00:00	2001-01-11 18:00:00	2015-12-02 18:00:00	2015-11-30 19:00:00	2004-07-22 18:00:00	2004-07-23 18:00:00	2004-03-18 18:00:00	2004-03-18 18:00:00	2004-03-18 18:00:00	2011-05-05 18:00:00	2011-05-04 18:00:00	2007-06-20 19:45:00	2007-06-20 19:45:00	2007-06-20 19:45:00	2007-06-21 18:00:00	2007-06-23 17:00:00	2007-06-21 21:00:00	2013-03-20 19:00:00	2013-03-22 18:00:00	2008-01-25 19:00:00	2008-01-25 18:00:00	2013-11-13 18:00:00	2013-11-16 18:00:00	2006-04-04 18:00:00	2006-04-06 18:00:00	2005-09-09 18:00:00	2018-02-28 19:00:00	2018-03-01 18:00:00	2018-03-18 15:00:00	2001-12-12 17:00:00	2001-12-13 18:00:00	2011-10-05 17:00:00	2019-03-07 18:00:00	2019-03-07 18:00:00	2006-05-11 18:00:00	2006-05-10 18:00:00	2001-03-21 18:00:00	2018-05-29 18:00:00	2018-05-29 18:00:00	2018-05-28 18:00:00	2018-05-29 18:00:00	2002-09-05 19:00:00	2002-09-05 19:00:00	2018-05-17 19:00:00	2018-05-18 10:00:00	2018-09-12 18:00:00	2018-09-16 15:00:00	2013-04-30 18:00:00	2013-05-05 14:30:00	2018-06-05 18:00:00	2018-06-07 19:00:00	2010-05-29 15:30:00	2018-05-25 18:00:00	2018-05-25 18:00:00	2018-05-25 18:00:00	2018-05-22 18:00:00	2014-12-18 18:00:00	2005-03-24 18:00:00	2005-03-21 18:00:00	2011-09-16 19:00:00	2011-09-17 23:00:00	2016-08-30 18:00:00	2016-09-03 18:00:00	2009-11-03 12:00:00	2011-10-28 19:00:00	2011-10-28 19:00:00	2011-10-27 10:00:00	2011-10-25 18:00:00	2010-05-19 19:00:00	2010-05-21 17:00:00	2005-11-18 19:00:00	2005-11-17 18:00:00	2016-04-05 19:00:00	2017-12-05 17:00:00	2017-12-05 19:00:00	2016-12-07 18:00:00	2016-12-07 18:00:00	2016-07-18 18:00:00	2016-07-21 19:00:00
Juliána Chomová (cz),		2013-09-10 19:00:00	2013-09-12 19:00:00
Nagy András,		2012-04-13 14:00:00	2012-04-11 18:00:00
Georgios Papadopoulos,		2013-09-17 18:00:00	2013-09-21 17:00:00
Michele Walerich,		2001-11-28 18:00:00	2001-11-29 17:00:00
Bónyai Barbara,		2002-01-10 18:00:00	2002-01-11 21:00:00
Szeredi Merse Pál,		2015-03-20 18:00:00	2015-03-19 18:00:00	2018-02-28 19:00:00	2018-03-04 16:00:00	2018-10-25 17:00:00	2018-10-26 17:00:00
2016. jú­ni­us 27 – jú­li­us 1.		2016-06-28 17:00:00	2016-06-27 09:00:00
A könyvbemutató után kerül sor az idei Molnár Farkas-díj átadására,		2011-12-15 18:00:00	2011-12-16 18:00:00
Łukasz Huculak,		2016-11-03 18:00:00	2016-11-03 18:00:00
Chen,		2005-11-18 19:00:00	2005-11-18 19:00:00	2005-11-18 18:00:00	2005-11-18 18:00:00
Kocsis Krisztina,		2015-11-03 19:00:00	2015-11-05 18:00:00
Vályi Csilla csellóművész		2012-09-13 18:00:00	2012-09-11 17:00:00
NVDA,		2018-02-22 18:00:00	2018-02-20 19:00:00
Kőbányai János író,		2003-10-03 18:00:00
A kiállításmegnyitót pótló esemény november 15-én,		2007-11-01 19:00:00	2007-11-03 14:00:00
Albert Ádám,		2019-01-23 18:30:00	2019-01-22 17:00:00	2017-08-31 19:00:00	2017-08-31 18:00:00	2012-12-13 19:00:00	2012-12-11 19:00:00	2014-04-30 18:00:00	2014-04-30 19:00:00	2017-02-23 17:00:00	2017-02-23 19:00:00	2008-01-04 18:00:00	2008-01-04 01:00:00	2008-07-17 17:00:00	2008-07-17 17:00:00	2008-06-27 19:00:00	2017-10-03 19:00:00	2017-10-03 19:00:00	2017-10-07 19:00:00	2017-10-07 15:00:00	2018-03-28 18:00:00	2014-05-27 18:00:00	2014-05-27 18:00:00	2013-06-22 16:00:00	2013-06-22 16:00:00	2007-09-20 17:00:00	2007-09-19 18:00:00	2014-09-26 19:00:00	2014-09-28 17:00:00	2011-04-01 19:00:00	2015-10-20 19:00:00	2013-03-30 19:00:00	2013-03-27 18:00:00	2003-12-04 18:00:00	2015-04-29 18:00:00	2015-04-28 20:00:00	2007-04-17 18:00:00	2007-04-20 19:00:00	2018-11-10 16:00:00	2009-05-21 18:00:00	2009-05-19 19:00:00	2014-07-14 18:00:00	2009-01-17 18:00:00	2011-04-19 19:00:00	2011-04-19 19:00:00	2011-04-08 19:00:00	2014-07-24 19:00:00	2011-02-10 18:00:00	2011-02-07 18:00:00	2016-04-13 18:00:00	2016-04-14 19:00:00	2018-04-21 11:00:00	2018-04-21 10:00:00	2017-02-28 18:00:00	2017-02-28 18:00:00	2015-09-05 10:00:00	2013-02-26 18:00:00	2007-02-08 18:00:00	2007-02-10 19:00:00	2009-11-04 18:00:00	2007-01-02 16:00:00	2007-01-02 16:00:00	2007-01-02 16:00:00	2007-01-04 19:00:00	2007-01-04 19:00:00	2013-09-07 16:00:00	2013-09-07 18:00:00	2004-04-21 19:00:00	2004-04-22 18:00:00	2008-07-08 20:00:00	2008-07-09 19:00:00
Maxime Blanpain (Belgium),		2007-04-11 18:00:00	2007-04-13 19:00:00
Jan Jongert		2014-10-07 17:00:00	2014-10-11 11:00:00
Lőrinczy György művészeti menedzser,		2016-01-05 19:00:00	2016-01-08 17:00:00
A Debreceni Egyetem Építészmérnöki Karának hallgatói,		2017-06-06 17:00:00
Baglyas Erika l Csáky Marianne l Csiszér Zsuzsi l Follárd  Barbara,		2011-03-12 18:00:00	2011-03-08 16:00:00
Horváth Brigitta,		2018-11-21 19:00:00
A beszélgetés résztvevői: European Roma Cultural Foundation,		2013-11-13 18:00:00	2013-11-12 18:00:00
