MARKO TADIC		2013-10-26 16:00:00	2013-10-22 19:00:00
Térey János költő		2003-09-11 19:00:00	2012-06-16 17:30:00	2012-06-16 17:00:00
az OKM kulturális szakállamtitkára		2007-11-14 19:00:00	2007-11-15 18:00:00
Érmezei Lili,		2008-06-05 21:00:00
Méry Beáta,		2012-11-23 19:00:00	2012-11-20 18:00:00
DIY workshopok Kozma szellemében		2018-10-14 15:00:00	2018-10-11 17:00:00
Rádóczy-Gyarmathy Gábor,		2016-01-13 18:00:00	2016-01-14 18:00:00
Makovecz Imre építész		2000-07-05 17:00:00	2004-10-13 18:00:00	2004-10-14 17:30:00
Takács,		2002-05-30 18:00:00	2002-05-31 18:00:00
Both Miklós		2016-11-17 18:00:00	2016-11-19 16:00:00
Kecskés Robin,		2010-05-27 18:00:00	2010-05-27 18:00:00
Károlyi zsigmond,		2011-02-10 18:00:00	2011-02-10 18:00:00
Főszerkesztő: Körber Ágnes,		2002-12-02 18:00:00	2002-12-03 17:00:00
Titok (isván kovács berlin)		2011-03-24 18:00:00	2011-03-25 19:00:00
Dóra Attila zenész		2013-04-16 18:00:00	2013-04-16 18:00:00
Kazinczy Gyöngyvér,		2011-04-13 18:00:00	2011-04-15 18:00:00
Linda Leeb  a Sezession Graz elnöke,		2012-03-15 21:00:00	2012-03-16 17:00:00
Nárai Szilvia		2018-06-13 19:00:00	2018-06-16 16:00:00
Emma Charles,		2016-05-25 18:00:00	2016-05-26 20:00:00
Zilahi Anna,		2019-09-05 19:00:00	2019-09-05 19:00:00	2019-09-03 19:00:00	2019-09-03 19:00:00	2017-11-09 17:00:00	2017-11-09 17:00:00	2017-11-07 18:00:00	2017-11-07 18:00:00
Szegedy-Maszák Mihály		2010-01-12 19:00:00	2010-01-13 18:00:00	2015-10-17 14:00:00	2015-10-13 18:00:00
MURÁNYI Kristóf,		2018-04-10 18:00:00	2018-04-14 18:00:00	2018-05-25 18:00:00	2018-05-26 18:30:00
Szakos Kriszta,		2008-11-28 19:00:00	2008-11-28 19:00:00
Előadó: Baranyai Béla újságíró,		2016-10-08 10:30:00	2016-10-05 18:00:00
Association Apsolutno,		2010-01-22 17:00:00	2010-01-21 19:00:00
Dr. Radnóti Sándor		2003-12-18 18:00:00	2003-12-20 18:00:00
KISS Richárd,		2019-12-14 16:00:00	2019-12-09 19:00:00
id. Guti József,		2018-10-31 19:00:00	2018-10-29 17:00:00
Yan Yeresko (Fehéroroszország)		2009-05-03 16:00:00	2009-05-02 18:00:00
Kudlik Júlia		2001-06-07 19:00:00
Megyesi Zsuzsa,		2013-09-28 16:00:00	2013-09-28 20:00:00
a Kitekintő főszerkesztője		2014-03-19 18:00:00	2014-03-21 19:30:00
Maria Noujaim,		2017-09-14 17:00:00	2017-09-16 14:00:00
Toronyi Zsuzsanna,		2015-12-16 18:00:00	2015-12-14 19:00:00
Hat szerző csoportja,		2017-03-22 19:00:00	2017-03-22 18:00:00
G. Szabó Hunor,		2012-02-23 18:00:00	2012-02-24 19:00:00
Ye Mimi,		2013-10-16 16:00:00	2013-10-18 19:00:00
Tóth Balázs Máté,		2013-01-27 16:00:00	2013-01-23 18:00:00	2013-12-05 18:00:00	2013-12-05 19:00:00	2017-10-03 19:00:00	2017-10-03 19:00:00	2017-10-02 10:00:00	2017-10-04 19:00:00	2018-05-03 19:00:00	2016-04-27 19:00:00	2016-04-26 18:00:00	2018-05-09 18:00:00	2018-05-07 19:00:00	2012-04-21 19:00:00	2012-04-17 18:00:00	2017-05-22 18:00:00	2017-02-16 19:00:00	2017-02-14 19:00:00
Jesús Fernández Santos		2015-03-24 17:00:00	2015-03-23 17:30:00
Rutkai B.,		2008-03-20 18:00:00	2008-03-18 18:00:00
Andrea Maria KRENN,		2015-05-17 10:00:00	2015-05-13 18:00:00	2014-05-14 19:00:00
Szabó Árpád DLA egyetemi docens  az Europan Magyarország nemzeti koordinátora		2012-02-28 19:00:00	2012-03-01 18:00:00
Fracois SOUALGES		2012-06-16 17:30:00	2012-06-14 18:00:00
Bódi Kinga művészettörténész		2014-03-24 19:00:00	2014-03-27 19:00:00
Sárközy Pál,		2015-11-21 10:00:00	2015-11-20 18:00:00
Federico Botto,		2013-06-11 18:00:00	2013-06-12 18:00:00
Bodonyi Emőke		2019-02-13 18:00:00	2019-02-12 17:00:00	2016-09-08 17:00:00	2016-09-10 15:00:00	2017-09-18 13:00:00	2017-05-28 15:00:00	2019-04-17 18:00:00	2019-04-16 17:00:00	2016-04-20 18:00:00	2016-04-23 15:00:00	2017-03-14 17:00:00	2017-03-13 17:00:00	2019-05-25 18:00:00
Sebastião Salgado,		2017-09-05 17:00:00
akit erdekel a kepzomuveszeti szakma jovoje,		2013-10-12 16:00:00	2013-10-07 18:00:00
Seprűs Zoltán		2006-03-07 18:00:00	2006-03-10 19:00:00
Antall István		2009-04-14 18:00:00	2009-04-18 17:00:00	2010-05-12 19:00:00	2010-05-13 18:00:00
Tia Čiček		2018-12-08 19:00:00
Erotikus ex librisek,		2003-03-21 18:00:00	2003-03-18 16:00:00
Tóth Pál Sándor esztéta		2010-02-20 09:00:00
El-Hassan RózaésSalam Haddad,		2011-02-10 18:00:00	2011-02-07 18:00:00
Nyílt Társadalom Archívum,		2004-04-21 19:00:00	2004-04-22 18:00:00
Műcsarnok Fesztivál VI.,		2001-05-17 19:00:00
Gazdag Ágnes,		2009-12-01 18:00:00	2009-12-04 20:00:00	2010-03-19 17:00:00	2010-03-17 18:00:00	2012-07-18 18:00:00	2007-01-09 19:00:00	2007-01-08 19:00:00	2013-02-19 18:00:00	2013-02-23 19:00:00	2012-02-15 19:00:00	2008-05-29 18:00:00	2008-05-28 20:00:00	2006-11-27 19:00:00	2006-11-30 19:00:00	2008-04-29 19:00:00	2008-04-29 19:00:00
Jauernik Zsófia,		2018-04-10 18:00:00	2018-04-12 18:00:00	2017-09-26 19:00:00	2018-02-06 19:00:00
Tóth Zsolt,		2018-01-11 18:00:00
CSURKA ESZTER,		2019-03-26 09:00:00
Müller Imre,		2018-11-22 19:00:00
Radics Márk		2012-04-03 15:00:00	2012-04-05 18:00:00	2011-02-22 18:00:00	2011-02-21 20:00:00
ESFIAP,		2018-11-15 17:00:00
Berkes Antal,		2007-06-01 16:00:00
Szilágyi Varga Zoltán,		2016-06-03 16:00:00	2016-06-03 19:00:00	2017-06-27 19:00:00	2017-06-30 19:00:00
Pócsik Andrea		2015-05-17 10:00:00	2015-05-12 18:00:00	2018-05-17 19:00:00
Őry Annamária festőművész,		2012-01-23 18:00:00	2012-01-24 18:00:00	2017-11-16 18:00:00
Tóth-Vásárhelyi Réka,		2018-01-18 18:00:00
Lajta Gábor festőművész		2018-06-23 10:00:00	2018-06-18 18:00:00
Máger Ágnes festőművész		2013-11-29 17:00:00	2013-11-26 17:00:00	2014-11-06 18:00:00	2014-11-07 16:00:00
Nemes Z. Márió		2009-10-13 17:00:00	2009-10-13 19:00:00	2015-11-14 10:00:00	2015-11-13 18:00:00	2019-09-17 18:00:00	2019-09-17 18:00:00	2015-12-02 18:00:00	2015-12-03 19:00:00	2010-09-14 18:00:00	2010-09-17 19:00:00	2011-06-06 09:30:00	2011-06-09 18:00:00	2015-01-22 18:00:00	2015-01-20 18:00:00	2012-10-06 16:00:00	2012-10-06 16:00:00	2012-10-04 18:00:00	2019-11-14 18:00:00	2019-11-15 19:00:00	2011-09-21 19:00:00	2017-10-10 18:00:00	2017-10-12 18:00:00	2016-07-07 18:00:00	2016-07-08 19:00:00	2015-09-05 10:00:00	2015-09-04 19:00:00	2011-09-16 19:00:00	2011-09-15 18:00:00	2016-04-05 19:00:00	2018-11-15 18:00:00
Lana Bregar ,		2017-03-29 19:00:00	2017-03-29 19:00:00
Badár Sándor		2012-04-01 11:00:00
Imola Balázs,		2017-10-28 10:00:00	2017-10-26 19:00:00
Meeri Koutaniemi,		2015-03-31 19:30:00	2015-03-31 18:00:00
Horváth Csaba Árpád és Sipos Eszter,		2017-10-10 18:00:00	2017-10-12 17:00:00
Kumin Mónika,		2012-12-02 16:00:00	2012-11-29 17:00:00
Nádudvari Noémi		2014-09-03 10:00:00	2014-09-04 19:00:00	2018-09-07 19:00:00	2011-02-10 18:00:00	2011-02-08 18:00:00	2012-09-23 16:00:00	2012-09-19 19:00:00
Komlósi Péter		2012-09-29 18:00:00	2012-09-25 17:30:00
GHYCZY Csongor,		2018-11-29 18:00:00	2018-11-29 18:00:00
Sigismond Vajay,		2002-10-17 17:00:00	2002-10-17 17:00:00	2002-10-15 20:00:00
SZABÓ Mihály,		2016-11-30 18:00:00	2016-12-01 18:00:00
Tót Gyula,		2008-03-20 18:00:00	2008-03-19 19:00:00
Csoszó Gabriella		2011-12-08 18:00:00	2011-12-08 19:30:00	2014-04-13 15:00:00	2014-04-13 15:00:00	2014-04-11 18:00:00	2014-04-08 09:00:00	2007-06-14 18:00:00	2007-06-16 11:30:00	2011-07-27 19:00:00	2018-02-14 18:00:00	2018-02-15 18:00:00	2014-09-10 18:00:00	2014-09-09 18:00:00	2014-07-17 19:00:00	2019-01-05 16:00:00	2019-01-03 19:00:00
Koltay Dorottya Szonja,		2017-09-05 17:00:00	2017-09-08 19:00:00
Ablonczy Balázs		2018-05-04 18:00:00
Ned Smyth,		2019-10-03 18:00:00	2019-10-04 18:00:00
Csege Vera,		2011-09-16 19:00:00	2011-09-16 18:30:00
Téglásy Lili,		2017-03-08 18:00:00	2017-03-10 19:00:00
Puha Titusz		2019-02-13 18:00:00	2019-01-14 18:00:00	2019-01-16 18:00:00	2019-03-13 18:00:00	2019-05-17 18:00:00	2019-05-15 18:00:00	2019-06-19 18:00:00
Gazdag József		2016-11-17 18:00:00	2016-11-15 18:00:00
Karácsony Tamás építész székfoglaló kiállítása,		2017-10-03 19:00:00	2017-10-02 16:00:00
Feledy Balázs		2014-04-24 19:00:00	2014-04-22 18:00:00	2019-11-27 18:30:00	2019-11-26 18:00:00	2017-02-23 17:00:00	2017-02-21 18:00:00	2015-03-20 18:00:00	2015-03-17 18:00:00	2008-04-25 19:00:00	2008-04-22 18:30:00	2014-02-08 16:00:00	2014-02-04 18:00:00	2018-03-27 18:00:00	2016-04-27 19:00:00	2016-04-27 18:00:00	2010-03-19 17:00:00	2010-03-16 18:00:00	2003-10-09 18:00:00	2004-09-15 18:00:00	2004-09-15 18:00:00	2018-11-29 18:00:00	2018-11-28 17:00:00	2018-11-09 19:00:00	2019-06-19 18:00:00	2019-06-18 18:00:00	2015-04-22 18:00:00	2015-04-21 18:00:00	2018-04-21 11:00:00	2018-04-19 18:00:00	2018-06-28 18:00:00	2018-06-28 18:00:00	2013-02-19 18:00:00	2013-02-23 19:00:00	2016-04-05 19:00:00	2016-04-05 18:00:00	2014-05-20 17:00:00	2014-05-22 18:00:00
RÉTHEY-PRIKKEL Tamás,		2014-11-28 15:00:00
Koos van Duinen,		2013-10-26 16:00:00	2013-10-24 18:00:00
José Vera Matos,		2017-06-13 18:30:00
Ema Kugler,		2001-11-02 18:00:00	2001-11-03 16:00:00
Körösényi Tamás Munkácsy Mihály-díjas szobrászművész,		2012-09-29 18:00:00	2012-09-26 18:00:00
-Bodó Viktor		2003-05-29 19:00:00
Bóbics Diana  Magyarország,		2011-06-15 17:00:00	2011-06-16 12:00:00
Juhász R. József,		2018-10-14 15:00:00	2018-10-11 17:00:00	2012-05-08 18:00:00	2012-05-08 18:00:00	2012-05-10 18:00:00	2012-05-09 18:00:00	2009-06-17 18:00:00	2018-07-04 18:00:00	2018-07-06 18:00:00	2010-11-03 19:00:00	2010-11-04 18:00:00	2013-10-02 18:00:00	2013-10-02 18:00:00	2010-10-01 10:00:00	2010-10-01 10:00:00	2007-10-12 17:00:00	2007-10-10 18:00:00
Molnár Farkas-díj 2011 díjátadó,		2011-12-15 18:00:00	2011-12-16 18:00:00
Székó Gábor szobrászművész,		2015-04-18 18:00:00
Földi Péter,		2013-03-20 19:00:00	2013-03-22 18:00:00	2012-12-09 15:00:00	2012-12-06 17:00:00	2014-06-06 17:30:00	2014-06-03 18:00:00	2010-11-20 18:00:00	2010-11-21 16:00:00	2010-12-07 18:00:00	2010-12-10 18:00:00	2011-11-30 16:00:00	2011-11-28 18:00:00	2019-03-07 18:00:00	2019-03-07 18:00:00	2010-10-20 18:00:00	2010-10-19 18:00:00	2008-10-09 18:00:00	2008-10-10 18:00:00	2013-04-23 18:00:00	2013-04-25 22:00:00	2012-07-18 18:00:00	2009-07-09 18:00:00	2008-06-07 19:00:00
ANTALACI,		2012-05-31 19:00:00	2012-05-30 19:00:00	2012-06-16 17:30:00	2019-01-05 16:00:00	2019-01-04 19:00:00
Tebeli Szabolcs,		2012-04-24 18:00:00	2012-04-25 19:00:00	2012-04-13 14:00:00	2012-04-11 19:00:00
COMBARRO Petra Inez,		2018-04-04 18:00:00	2018-04-05 19:00:00
PAUER Gyula,		2012-03-25 15:00:00	2012-03-22 18:00:00	2014-05-14 18:00:00
Előadó: Szentpéteri Márton,		2006-05-11 18:00:00	2006-05-11 17:00:00
Borja Rodriguez Alonso,		2016-05-25 18:00:00	2016-05-27 20:30:00
Société Réaliste,		2012-03-25 15:00:00	2012-03-22 19:00:00	2013-09-17 18:00:00	2013-09-19 18:00:00	2018-10-14 15:00:00	2018-10-08 19:00:00	2013-09-10 19:00:00	2013-09-12 19:00:00	2008-06-19 19:00:00	2008-06-20 19:00:00	2014-04-30 18:00:00	2014-04-30 19:00:00	2008-07-17 17:00:00	2008-07-17 17:00:00	2014-05-27 18:00:00	2014-05-27 18:00:00	2012-04-21 19:00:00	2012-04-19 20:00:00	2014-05-05 18:00:00	2014-05-09 18:00:00	2017-09-05 17:00:00	2017-09-05 19:00:00	2019-05-17 18:00:00	2019-05-18 17:00:00	2006-12-04 18:00:00	2006-12-07 19:00:00	2010-10-05 19:00:00	2010-10-08 19:00:00	2013-04-23 18:00:00	2013-04-25 19:00:00	2006-09-15 18:00:00	2006-09-15 19:00:00	2013-04-30 18:00:00	2013-04-29 19:00:00	2012-07-08 16:00:00	2015-04-22 18:00:00	2015-04-26 18:00:00	2015-02-04 18:00:00	2015-02-05 19:00:00	2008-09-23 18:00:00	2008-09-26 19:00:00	2012-03-05 19:30:00	2012-03-09 18:00:00	2008-04-01 18:00:00	2008-04-04 19:00:00	2008-07-08 20:00:00	2008-07-09 19:00:00	2014-11-06 18:00:00	2014-11-04 19:00:00
Máthé András,		2017-01-04 18:00:00	2017-01-05 18:00:00	2012-11-14 18:00:00	2012-11-16 18:00:00
Judit TÖRÖK,		2003-09-12 19:00:00
Louis Pons,		2013-03-20 19:00:00	2013-03-21 17:00:00
Juhász Gergő,		2015-09-13 11:00:00	2015-09-11 19:00:00	2016-10-19 18:00:00	2016-10-18 18:00:00	2016-08-30 18:00:00
Altorjay Gábor		2013-08-28 19:00:00	2013-08-29 17:00:00	2012-05-31 19:00:00	2012-05-29 18:00:00	2018-12-11 18:00:00	2018-12-14 18:00:00
Fodor János		2018-04-26 20:00:00	2018-04-27 18:00:00	2001-04-05 18:00:00	2010-10-20 18:00:00	2010-10-19 18:00:00	2018-09-12 18:00:00	2018-09-11 18:00:00
Christoph Rauch/Menesi Attila,		2002-03-05 18:00:00	2002-03-06 18:00:00
Hornyik Sándor,		2013-01-14 18:00:00	2013-01-19 17:00:00	2013-11-13 18:00:00	2013-11-16 16:00:00	2015-05-17 10:00:00	2015-05-15 18:00:00	2010-03-19 17:00:00	2010-03-16 18:00:00	2014-07-12 16:00:00	2012-12-18 14:00:00	2013-12-17 19:00:00	2013-12-17 17:00:00	2019-03-21 17:00:00	2019-03-23 10:00:00	2015-09-17 18:00:00	2013-04-23 18:00:00	2013-04-27 16:00:00	2013-06-11 18:00:00	2013-06-11 18:00:00	2013-06-16 11:00:00	2013-06-14 17:00:00	2019-10-24 19:00:00	2019-10-24 17:00:00
Danilo Eccher,		2008-06-19 19:00:00
BARTUS FERENC,		2019-08-13 19:00:00	2019-08-16 19:00:00	2012-08-16 17:00:00	2012-08-17 19:00:00
A kiállítás fővédnöke Sólyom László a Magyar Köztársaság elnöke,		2006-10-14 19:00:00	2006-10-11 18:00:00
Wolsky András képzőművész,		2018-08-17 19:30:00	2018-08-16 17:00:00
Miklós Hajnal,		2013-05-07 16:30:00	2013-05-06 18:00:00	2012-03-25 15:00:00	2012-03-22 18:00:00	2013-01-14 18:00:00	2013-01-18 19:00:00	2010-02-24 18:00:00	2010-02-25 18:00:00	2011-01-10 18:00:00	2011-01-11 18:00:00	2010-06-22 18:15:00	2010-06-24 18:00:00	2007-01-09 19:00:00	2013-10-02 18:00:00	2013-10-04 14:00:00	2013-02-26 18:00:00	2007-02-02 18:00:00	2007-01-29 18:00:00
Szilágy Sisso Szilvia,		2006-11-27 19:00:00	2006-11-30 19:00:00
Sanford,		2002-05-30 18:00:00	2002-05-28 18:00:00
Molnár C. Pál,		2012-03-25 15:00:00	2012-03-22 18:00:00	2019-04-10 18:00:00	2019-04-09 10:00:00	2003-04-03 17:00:00	2018-04-21 11:00:00	2018-04-21 11:00:00	2018-04-19 10:00:00	2018-04-20 10:00:00	2018-01-14 18:00:00
Dominique Auerbacher,		2000-12-11 18:00:00
nemzetközi csoportos kiállítás		2018-04-21 11:00:00	2018-04-21 18:00:00	2009-11-07 15:30:00
valamint Haraszti Gina videóművész és a Lauder Javne Zsidó Közösségi Óvoda ó,		2007-08-21 18:00:00	2007-08-26 11:00:00
Julia Winter		2013-05-15 19:00:00	2013-05-18 11:00:00
Bartók Gergely,		2012-02-28 19:00:00	2012-03-03 19:30:00
Meshac Gaba,		2002-03-18 17:00:00	2002-03-19 18:00:00
Lábass Endre		2016-03-16 19:00:00	2016-03-17 18:00:00	2000-09-25 18:00:00	2000-09-29 18:00:00	2010-08-13 19:00:00	2010-08-12 18:00:00	2010-09-02 18:00:00	2010-08-31 19:00:00	2012-06-28 18:00:00
Puszt Zsófia,		2017-03-08 18:00:00	2017-03-08 18:00:00	2017-03-10 19:00:00	2017-03-10 19:00:00	2017-09-28 17:00:00	2015-11-03 19:00:00	2015-11-05 18:00:00
Győrffy László		2010-09-23 18:00:00	2010-09-25 16:00:00	2002-05-30 18:00:00	2002-05-30 18:00:00	2009-06-16 19:00:00	2016-02-25 18:00:00	2016-02-25 18:30:00
Makláry Lilla,		2014-03-24 19:00:00	2014-03-27 18:00:00
Pacsika Máté,		2013-01-27 16:00:00	2013-01-27 16:00:00	2013-01-21 19:00:00	2013-01-21 19:00:00
Hegyi Dora,		2010-04-21 19:00:00	2010-04-23 19:00:00
Szilágyi András,		2003-03-21 18:00:00	2003-03-20 18:00:00
sakknagymester		2007-03-20 18:00:00	2007-03-23 19:00:00
Villányi Szilvia		2017-03-14 17:00:00	2017-03-14 18:00:00
Szipőcs Krisztina művészettörténész,		2006-11-23 18:00:00	2006-11-27 19:00:00
Anna Frank Józsa,		2012-04-24 18:00:00	2012-04-25 18:00:00
Chris Marker,		2010-04-29 18:00:00	2010-04-28 19:00:00
Tilo SCHULZ,		2014-10-07 17:00:00
SI-la-gi,		2014-05-14 18:00:00
EMBER SÁRI,		2019-02-13 18:00:00	2019-02-16 16:00:00	2019-05-17 18:00:00	2019-05-16 18:00:00	2019-01-31 17:00:00	2019-05-30 15:30:00	2018-12-11 18:00:00	2018-12-11 18:00:00
Lévay Jenő		2015-01-12 16:00:00	2015-01-15 18:00:00	2013-06-22 16:00:00	2013-06-22 17:00:00	2000-09-18 14:00:00	2015-01-29 17:00:00	2015-01-29 17:30:00	2016-10-26 18:00:00	2016-10-27 17:00:00
Pataki Luca,		2019-05-12 16:00:00	2019-05-07 19:00:00
A hívó		2014-06-16 18:00:00
Böcskei Balázs politológus		2012-05-15 17:00:00	2012-05-14 19:00:00
Tóth Angelika,		2008-11-06 20:00:00	2019-03-07 18:00:00	2019-03-07 18:00:00	2013-04-02 18:00:00	2013-04-06 18:00:00	2011-05-10 18:00:00	2011-05-10 18:00:00	2011-05-13 19:00:00	2011-05-10 19:00:00
Oelschläger-Őry Lajos,		2013-11-20 19:00:00	2013-11-21 18:00:00
Győr alpolgármestere,		2018-04-21 11:00:00	2018-04-20 18:00:00
az Index jogtanácsosa,		2015-01-12 16:00:00
&#8222;Biciklis köz-mű-tárgy&#8221; kiállítás; Madárijesztő-rémísztő kiállítás;,		2007-05-03 17:00:00
Tompa Eszter,		2019-06-19 18:00:00	2019-06-22 19:00:00
Jacques Salomé		2002-02-05 16:00:00	2002-02-08 17:00:00
Hübner Aranka,		2018-07-04 18:00:00	2018-07-05 19:00:00
Fáskerti Zsófia,		2018-06-23 10:00:00	2018-06-20 18:00:00	2006-10-07 10:00:00	2019-10-29 18:00:00	2019-10-30 19:00:00	2010-12-07 18:00:00	2010-12-07 18:00:00	2015-10-21 18:00:00	2010-10-20 18:00:00	2018-06-05 18:00:00	2018-06-06 19:00:00
Czeizel Balázs,		2009-03-24 17:00:00	2009-03-26 19:00:00	2001-03-29 18:00:00	2001-03-31 18:00:00	2017-05-31 18:00:00	2017-06-02 11:00:00	2007-05-18 18:00:00	2018-04-04 18:00:00	2018-04-05 17:00:00	2002-12-02 18:00:00	2002-12-05 18:00:00	2015-12-02 18:00:00	2015-11-30 18:00:00	2018-03-28 19:00:00	2018-02-28 19:00:00	2018-03-03 19:00:00	2004-03-11 18:00:00	2000-08-04 18:00:00	2013-04-23 18:00:00	2013-04-28 16:00:00	2019-12-14 16:00:00	2019-12-10 18:00:00	2000-12-02 16:00:00	2018-11-21 19:00:00
Uri / Baranyay András / Bartl József / Brame,		2004-04-21 19:00:00	2004-04-23 18:00:00
Kovács,		2007-01-23 18:00:00	2007-01-24 18:00:00	2002-02-01 18:00:00
ENDRI DANI,		2016-07-14 19:00:00
Allaine Cerwonka		2006-06-01 20:00:00
Elena Porubänová,		2007-04-24 10:00:00	2007-04-26 18:00:00
Kiss Adrian		2015-09-16 20:00:00
Hayde Tibor Ervin,		2019-11-27 18:30:00	2019-11-26 18:00:00
Mikita Gábor,		2014-01-22 18:00:00	2014-01-22 16:00:00	2013-03-30 19:00:00	2013-03-27 17:00:00	2013-09-07 16:00:00	2013-09-05 17:00:00
Kováts Lajos,		2018-05-25 18:00:00	2018-05-22 18:00:00
Bodolay Géza,		2005-09-29 18:00:00
Műút,		2012-09-29 18:00:00	2012-09-25 17:30:00
Jeroen de Rijke & Willem de Rooij,		2004-09-15 18:00:00	2004-09-16 17:00:00
Matthias Hoch,		2008-03-28 19:00:00	2008-03-28 19:00:00	2008-03-27 19:00:00	2008-04-01 18:00:00	2008-04-01 18:00:00
Szerkesztette: Hegyi Ibolya és Schulz Katalin		2014-04-30 18:00:00	2014-04-29 18:00:00
Hilla&Bernd Becher,		2008-02-27 18:00:00	2008-02-27 18:00:00
tranzit. hu,		2013-06-04 18:00:00	2013-06-03 18:00:00
Artur Zmijewsky,		2010-01-22 17:00:00	2010-01-21 19:00:00
James Carcass,		2012-12-02 16:00:00	2012-11-29 11:00:00
Miska Bálint		2017-02-16 19:00:00	2017-02-18 10:00:00
fe Lugossy László,		2002-12-02 18:00:00	2002-12-05 19:00:00	2006-10-14 19:00:00	2016-08-25 19:00:00	2016-08-27 15:00:00	2009-05-21 18:00:00	2009-05-21 17:00:00	2016-04-13 18:00:00	2016-04-14 18:00:00	2000-04-06 18:00:00	2013-04-09 18:00:00	2013-04-10 18:00:00
victora zsolt,		2008-11-07 19:00:00	2008-10-31 19:00:00	2008-05-17 01:00:00
Vlad Mamyshev-Monroe  Victoria Begalskaya,		2010-06-10 18:00:00	2010-06-10 19:00:00
Donata Hillger /D/,		2010-05-12 19:00:00	2010-05-14 19:00:00
Nagy Károly,		2008-04-01 18:00:00
Csiszár Jenő		2009-03-24 17:00:00	2009-03-24 20:00:00
Moró Máté,		2013-03-01 18:00:00
Szentpétery Annamária,		2013-06-22 16:00:00	2013-06-19 19:30:00	2011-09-16 19:00:00	2011-09-16 18:30:00
Bíró Sándor,		2006-09-09 21:00:00	2006-09-08 18:00:00	2016-09-21 18:00:00	2016-09-21 18:00:00	2015-03-12 17:30:00	2006-11-02 21:00:00	2019-09-26 19:00:00	2019-09-26 18:00:00	2005-12-17 15:00:00
Opánszki Tamás festő,		2009-05-07 11:00:00	2009-05-05 18:00:00
köszöntőt mond: Erőss István képzőművész,		2016-06-18 16:00:00	2016-06-16 18:00:00
Arturas Raila (LT),		2006-11-27 19:00:00	2006-11-27 19:00:00	2006-11-28 19:00:00
IKONOMIDOU Florentia GR,		2017-02-11 10:30:00	2017-02-06 18:00:00
k.kabai lóránt,		2009-06-11 18:00:00	2009-06-11 18:00:00
Fritz Zoli,		2016-08-09 18:00:00	2016-08-09 19:00:00
Armin Linke,		2017-10-03 19:00:00	2017-10-07 19:00:00	2008-09-23 18:00:00	2008-09-26 19:00:00
KOKESCH Ádám,		2017-09-05 17:00:00	2017-09-06 19:00:00	2014-10-02 19:00:00	2014-10-04 18:00:00	2013-10-16 16:00:00	2013-10-16 18:00:00
a képtár igazgatója		2008-08-05 20:00:00	2008-08-07 17:00:00
Kim Knoppers,		2019-01-31 18:00:00	2019-02-01 18:00:00
teológus,		2019-02-13 18:00:00	2019-02-14 18:00:00	2018-05-17 19:00:00	2018-05-19 16:00:00
Paolo Cervi Kervischer,		2006-05-11 18:00:00	2006-05-10 18:00:00
Bráda Enikő,		2008-11-11 18:00:00
Péli Péter		2008-04-25 19:00:00	2008-04-25 19:00:00	2008-04-25 19:00:00	2008-04-25 19:00:00	2008-04-25 19:00:00	2008-04-25 19:00:00	2008-04-25 19:00:00	2008-04-25 19:00:00	2008-04-21 19:00:00	2008-04-21 19:00:00	2011-11-15 16:00:00	2011-11-16 18:00:00
Kitzinger Gabor and Alex Hamadey,		2014-03-13 18:00:00	2014-03-13 19:00:00	2014-04-05 15:30:00	2014-04-04 20:00:00
Hegedűs Barbara,		2014-07-02 16:00:00	2014-07-02 18:00:00
Diner Tamás fotóművész		2001-07-05 18:00:00	2001-07-05 17:00:00
Federico Baronello		2000-01-07 18:00:00	2000-01-07 19:00:00
Tudor Cosmatu		2013-03-20 19:00:00	2013-03-19 14:00:00
Izabela Apanańska,		2015-02-18 00:00:00	2015-02-18 19:00:00
Baksa Soós Vera,		2006-06-01 20:00:00	2006-06-01 20:00:00	2006-06-01 18:00:00	2006-05-25 18:00:00	2006-05-25 18:00:00	2006-05-25 18:00:00	2006-05-28 14:00:00	2000-01-26 18:00:00
Fajgerné Dudás Andrea,		2017-08-31 19:00:00	2013-08-28 19:00:00	2016-03-16 19:00:00	2016-03-17 19:00:00	2015-12-02 18:00:00	2015-12-04 18:00:00	2016-02-10 19:00:00	2016-02-09 18:00:00	2015-05-17 10:00:00	2012-10-25 15:00:00	2018-02-28 19:00:00	2018-03-01 18:00:00	2016-09-08 17:00:00	2016-09-07 18:00:00	2019-11-21 18:00:00	2019-11-21 18:00:00	2016-07-26 17:00:00	2016-07-25 18:00:00	2014-08-26 16:30:00	2014-08-26 18:00:00	2017-10-10 18:00:00	2017-10-12 18:00:00	2015-10-21 18:00:00	2018-05-29 18:00:00	2018-05-29 18:00:00	2018-05-29 18:00:00	2018-05-31 19:00:00	2014-01-31 19:00:00	2018-05-25 18:00:00	2018-05-25 18:00:00	2016-04-13 18:00:00	2016-04-14 19:00:00	2013-10-02 18:00:00	2013-10-04 14:00:00	2016-11-26 16:00:00	2016-11-25 17:00:00	2013-02-26 18:30:00	2016-08-30 18:00:00	2016-08-30 18:00:00	2016-09-03 10:00:00	2016-09-03 18:00:00	2015-08-24 18:30:00	2015-08-26 18:00:00	2017-12-05 17:00:00	2014-04-05 15:30:00	2014-04-04 18:00:00
Marzieh FAKHR (IRN),		2017-06-07 19:00:00
