	8
Dr. Udvary Ildikó művészettörténész	2
MAMŰ társaság (Elekes Károly; Ferenczi Károly),	2
Ricz Géza,	4
Kecső Endre,	10
Bartók Csaba,	2
Agnieszka Piasecka,	2
Perlaki  Márton,	1
Nagy Karolina	2
Hans Richter,	2
TURAY Balazs,	1
Bereczky Loránd a Magyar Nemzeti Galéria főigazgatója	1
Oliva Maria Rubio,	2
Orsós Daniella,	2
Székelyhidi Zsolt	2
Dr. Dúll Andrea környezetpszichológus,	1
Maria-Barbara Bartos,	1
William Theodoracopulos,	2
Lakatos Menyhért író	1
Takács Bence Ervin	1
Dévai Lilla	2
kurátorasszisztens: Vass Viki,	2
LUX Antal D m. v.,	2
dr Lévai István alpolgármester,	3
Paul Ott (A),	2
Barki Gergely	6
Lizák Pálma,	4
Várnai Ágnes	2
Bársony Júlia,	2
Verebes György Munkácsy-díjas festőművész,	6
Ahmet Ögut,	2
a müvész	1
Martyn Ferenc,	2
Murányi Mózes Márton,	21
Li Ko-ko (Li Keke),	2
DELI ANETT,	1
Jakab Ágnes,	4
Ének: Spielberger Ági,	2
SZALAY Péter	2
Marton Zita,	2
KRAJCSOVICS Éva,	2
Bakács Tibor Settenkedő	8
18 Artcamp,	2
Tom Cox-Bisham,	2
Pál Dániel,	4
Kores Eszter,	5
Antal Péter műgyűjtő	2
Szalai Péter,	4
Zakar István,	4
Botos Tamás,	2
DEMOLAB,	2
Berka Attila,	4
Popella Dóra,	4
Kállai Henrik,	10
Merjás Georgij	2
Dr.Bernhard Mensch,	2
Élő óriástársasjáték,	2
Julia Stoschek	4
Szlezák Szabina,	1
Dohnál Áron,	2
Gregor Zivic,	2
Tobias Löffler,	4
Valkó Gyula,	4
Ryan Uzilevsky,	2
Fogarasi Hunor	2
Steiner Kristóf,	1
LONSTÁK Márton,	2
BIRÓ Ildikó,	1
Winkler Nóra	33
Andy Warhol Recycling,	1
MARÓTI Dénes,	4
Záborszky Gábor,	9
A Hajdú-Bihar Megyei Építész Kamara tagjainak jubileumi kiállítása,	2
Robbert van der HORST,	3
Francesca Marti,	2
Peter Lowas,	2
Úzgin Űver zenekar	2
Christina Werner,	1
Feng Feng,	2
Christa Wenzl,	2
Széphelyi Juli,	1
HUSZÁR Dávid,	2
Severin Hofmann - David Moises,	2
Varnus Xaver,	2
Horváth Erzsébet,	7
Tóth András	2
Lanszki Anita,	2
Kovács Kinga,	4
Emberi Erőforrások Minisztériuma	2
TIMÁR  Katalin	2
Szilágyi Csilla,	6
Hegedűs Anikó,	2
Inventory (prezentáció)	2
Mohácsi Ildi,	2
Gink Sára	1
Beöthy Balázs képzőművész	2
Emil Abboud,	3
Jesús Fernández Santos	2
Eric Andersen bemutatója és előadása	1
Fazekas Ildikó design- és művészetmenedzser	2
Mészáros Márta,	4
Pados Gábor  műgyűjtő és galerista,	2
Tom J. Gramse,	2
Kovács Kristóf	6
Kortárs alkotók és afrikai műtárgyak,	1
Ko­vács Or­so­lya mű­vé­szet­tör­té­nész	2
Jean-Jacques LEBEL	2
Temesvári Ferenc,	2
Bozsó András	2
Fernezelyi Gergely,	2
Cserhalmi Luca,	2
NAGY IBI,	2
Linda Tabbouch,	2
Donka Gergely,	3
Szep Gabi,	2
Hórusz Archívum,	2
Annie Leibovitz,	2
Gnándt Ferenc,	5
Fábri Ferenc (Bid),	2
Rozsda Endre	7
PAF,	4
pszichológus,	2
Gábor Jenő,	1
Gaál Katalin,	2
Gaal Attila  polgármeszter	2
Thomas Schoenberger	2
Vidák Zsolt,	21
Louise McCagg,	2
URH,	2
Korhatár nélkül	7
HAÁSZ ISTVÁN  HALÁSZ KÁROLY  HENCZE TAMÁS  HETEY KATALIN  JOVA,	2
35 ékszerművész,	1
Impex,	4
Anikó Herbert,	2
infopapa,	2
Zsuzsanna Szegedi,	2
Jean-Pierre Debaere	5
Barbara Brathová,	2
Moderátor: Hadas Miklós (szociológus)	1
Gruppó Tökmag - Kovács „Budha” Tamás – alkotótárs: Tábori András,	2
Katrin von Maltzahn,	2
Hidvégi Máté,	2
Pátzay Pál,	2
Takács Lídia,	2
Zalán Tibor	4
Várkonyi György előadása	2
Könyvásó László,	2
Bózsa Evelin NL,	2
Garami Gréta művészettörténész	8
Dés Márton,	8
Nayg,	2
Maciej Bączyk,	2
Ducsi Judit,	2
Weöres Sándor	2
Országos Széchényi Könyvtár,	2
HIRLING Bálint,	2
Verebes György kiállítása a Józsefvárosi Galériában,	1
Jakab Erika,	4
Holhos Tamás,	1
Aslaug Juliussen,	2
Sebestyén Tünde,	2
Kiállítás Kokas Ignác (1926-2009) festőművész születésének 90. évfordulója alkalmából,	2
Monodráma	2
Matzon Ákos,	23
Zólyom Franciska	8
GARDA Aladár,	2
ÉBERLING ANIKÓ,	2
Hossala Tamás,	7
Sturcz János művészettörténész,	8
Feledy Gyula,	2
Koncz Viktória,	4
Block-csoport,	3
Boris Steiner,	2
Gigi Scaria (India),	6
Fazakas Gyula,	1
Andrzej ¦wietlik,	2
Juli Laki,	2
Mikucka / Mitrev,	6
Jay TAN	2
Gyukics Péter fotográfus,	2
Tzortzoglou Georgois,	2
Ivan Bianchi,	2
Bóbics Diana,	1
L. Simon László író,	2
PETRÓ Enikő Zsófia,	2
Sóti Márton,	2
Z Szabó Zoltán,	2
Katarina ŠEVIC,	1
A Nyílt Társadalom Archívuma,	2
Muhai Orsolya művészettörténész	1
Gyenis Tibor-Vollmuth Krisztián-Zalka Zsolt,	2
Páll Lajos,	2
Hoffmann gyűjtemény,	2
Keserü Ilona	2
Donáth László,	2
pauer gyula pauer,	1
Melli&Peter,	1
Szőnyei György képzőművész	1
ALBAN MUJA,	1
Pálmai Melinda,	2
El-Hassan Róza továbbá egyéb magán és közgyűjtemények képviselői.k	1
Donkó László	2
Szirmai Anna Linda	2
Sopronyi Gyula fotográfus	2
Horváth Roland festőművész	2
Jeles András	2
Gregor Anikó (adjunktus,	2
Vályi Csilla csellóművész	2
Installáció: Elekes Károly,	2
Yevgen Nikiforov,	4
Vécsei Júlia	11
Gazdag Ágnes	2
Reuben Fowkes,	4
krakkói intermédia szak hallgatói,	2
Vashegyi György	2
Skaliczki Judit	2
Papp Sándor,	2
Ludmann Mihály festőművész,	2
FODOR Enikő,	2
Sonja Menichelli – PARMA,	2
Illés Katalin,	19
Fazekas Zoltán Ózd alpolgármestere,	2
Túros Eszter művészettörténész	2
VLAD OLARIU	2
Melanie Bonajo,	2
Rung András,	12
Jeff Taylor - Művészeti tanácsadó	2
Hernádi Paula,	8
BECK Ö. Fülöp,	2
COLORS Magazin kiállítás Kálmán Tibor emlékére,	2
Aszalós Endre művészettörténész	3
Bodó Sándor	2
Rókás László	1
Vörös Botond,	2
fotóművész,	7
MONIKA PESSLER a Friedrich és Lillian Kiesler Magánalapítvány igazgatója,	2
Ferencz S Apor,	2
Fülöp József  a MOME Animációs Szak vezetője	2
az Octogon főszerkesztője,	2
Zolnyánszki Zsolt,	2
Šwierkiewicz Róbert,	2
Fekete Viktória,	1
Sinikka Hurskainen,	4
egy nagyváros szimfóniája,	1
Danka Zsófia,	3
Pekka Korvenmaa egyetemi tanár,	2
- válogatás a gyűjteményből -,	2
Horváth Tibor  Erhardt Miklós,	2
Szepes Lászlóné művészettörténész	2
Lajta Gábor	6
Őze Eszter,	34
Matthias Trager,	1
Karafiáth Balázs László  mém-kutató,	2
Ruttkay Sándor,	7
a Lipcsei Grafikai és Könyvművészeti Főiskola rektora,	2
Balázs Kata	9
László Kyra,	2
Várkonyi György a kiállítás kurátora	2
Esteban de la Torre,	4
Abdellah Karroum,	2
Soproni András	2
Beszélgetőpartnerek: Gerő András és Granasztói György történész,	2
Kerekes Péter János  Kiss Gábor Attila,	2
Nicolás Vass,	2
Mihael Milunovic,	2
Bohár András	5
Fekete Géza Péter,	6
Pácser Attila	4
Király,	3
Mayer Marianna	12
Kárándi Tünde,	6
Előadó: Ungváry Krisztián történész	1
Szilágyi Zsombor,	4
Jó vélemény anarchista páholy	2
Torma,	2
Jerger krisztina,	2
Drez,	4
dr. Baán László   Szépművészeti Múzeum Főigazgatója	2
Bodóczky István,	18
Prof. Dr. Ana Dimke,	2
Muhaha - Művész Hallgatók Hálózata,	2
Mladen Stilinovic (Zagrab),	2
SEBESTYÉN ZOLTÁN,	2
Hannu Kauppi,	1
Warvasovszky Tihamér polgármester	2
Tihanyi Anna,	8
Moderátor: Lénárd Anna (BUPAP),	2
Kun Zita,	2
Witek Orski,	2
Szerényi Gábor grafikus	2
Bakos Katalin művészettörténész	2
Mayer Mariann,	7
Mamikon Yengibarian,	9
Alexander Raevski (MD),	2
Kocsis Zita,	1
Ács Kinga-Noémie,	1
Pato Hebert,	1
Caryl St. Ama,	2
Jo Ractliffe,	1
Péter SÁRKÖZI,	1
Kácser László képzőművész,	1
XVIII. Art Camp Művészeti Szimpózium,	2
Chto Delat  Nikola D¾afo,	2
Adrian Paul Ile,	2
Major Borbála	2
Lena Dobrowolska,	2
Huller Ágoston,	9
Hajnal János,	7
Fukui Ryu,	5
Szalay Ferenc	4
St.Auby Tamás,	2
Hitka Lili	2
Németh Andrea,	2
Benkő Barnabás,	2
Marko Peljhan,	4
Winkler János,	1
Adam BOTA (A),	1
Szabadi Bálint,	2
Molnár Eszter	2
Bujdos Tibor,	2
Margita TITLOVÁ YLOVSKY,	2
Kovács István	2
Michal Štofa,	2
Hudák Maja,	2
Conzett,	1
Minyó Szert Károly,	18
Mile Szandra	2
Szépfalvi Ágnes	2
G.R.A.M.,	2
Szent-Iványi Réka,	12
Best Art Vinyl,	2
KLIMÓ Károly,	2
Dr. Páva Zsolt,	2
Jean-Baptiste Naudy del Fat,	1
Forgács Péter	13
VÁRNAGY Ildikó,	2
Ali Kazma,	2
Laura Ociepa,	2
BOGDÁNDY SZULTÁN,	2
Szigeti Gábor-Kiss Miklós,	2
Valentine Judge	1
Gálig Zoltán,	2
Kocsi Olga  Koós Gábor,	2
Loredana Chiş,	2
Vahram Aghasyan (AM),	2
Tete Rosemary (H),	1
Pasha Open (UA),	2
Geisbühl Tünde művészetpedagógus	2
budapesti és berlini művészek,	1
Sebő Judit	5
Stephan Reitmeier,	1
Menyhárt Tamás menyus,	2
Judith Várnai Shorer Izrael Állam nagykövete	1
Filmvetítés és beszélgetés	2
BARTA Zsolt Péter,	2
Kevin van Braak,	1
Hegyi Dóra - László Zsuzsa - Szakács Eszter (tranzit .hu/mezosfera.org - szerkesztők),	2
a Műcsarnokban	2
Bényi Eszter,	2
Lévay Jenő Munkácsy-díjas képzőművész,	2
Dabi-Farkas Rita	2
Martin Augustín	2
SZŐKE Erika,	2
Várhelyi csilla,	1
Poka-Yio / Athens Biennále,	1
Mogán Orsolya,	2
Jane Neal	1
N. Mészáros Júlia	11
Várhelyi Csilla	4
Madeline Stillwell	2
Katharina Roters képzőművész,	2
Böröczfy Virág,	9
Szarka Péter,	17
Háy Ágnes,	17
Ilona Keserü Ilona,	7
Marian Dörk,	2
Bojta Zsuzsanna,	2
Csodagyümölcsök kertje	1
Váczi Lilla,	1
Tóth Ágnes és Tulisz Hajnalka,	1
Crew,	2
Can Togay János,	2
ROMHÁNY VERONIKA,	5
Barbara Gindlova,	2
Juergen Sarge,	2
Szolnoki Képzőművészeti Társaság alakuló kiállítás,	1
Kurdy-Fehér János,	2
Fejér Bernadett,	2
Bereznai Tamás,	4
Tüdős Anna	2
Horváth Norbert (gitár),	2
Bordás Eszter - hegedű,	1
az MTA Művészeti Gyűjteményben	1
Szombat Éva,	19
Christoph Tannert,	4
Kerekasztal-beszélgetés	2
Gruppo Tökmag (HU),	8
Ken Feingold,	2
Rapi Mariann,	4
Magyar Tudományos Akadémia,	2
Morgan O'Hara,	2
Ajtai Péter,	1
közreműködik: Rákóczy Anna - fuvola	2
ifj Koffán Károly,	5
Kardos Sándor	2
Barta Gergely,	10
GWIZDALA Dáriusz,	2
Bozóki András politológus  CEU	2
Ef Zámbó István	1
Barta Zsolt Péter,	16
TÓTH Ernő,	2
PINTYE Nikolett,	2
Erdőháti Melinda	2
Kim Leigh Pontin,	2
Maria Lima Victor,	2
Éltes Barna,	10
Reich Károly,	7
Oláh Péter	2
Haász Katalin,	44
Kocsis József,	2
Radisits Milán...,	2
Frida Kahlo és Federico García Lorca írásaiból összeállította és rendezte: Sediánszky Nóra	2
BBS/Magyar Dezső,	2
Agustin Pérez Rubio (Musac),	2
Hoós Jenő,	2
Makláry Kálmán,	4
Pataki Ferenc festőművész	2
A kiállítást Bencsik Barnabás művészettörténész kezdeményezte,	1
Sulyok Miklős,	2
Philip Heylen,	1
Alacsony Zsóka,	1
Somogyi Zsófi,	2
Caroline Douglas,	4
FARKAS Róbert,	2
Mara Novak,	2
Tania Mouraud,	2
Anda Rottenberg,	2
John Malkovich: Táncos a házban	1
Csege Vera,	2
performanszművész	2
Kocsis Imre	3
Süli-Zakar Szabolcs,	24
Sam Kidel,	2
Dr. Waleed Bunni	1
Jon ROSE,	1
Lőrinczy Gábor m.v. Lux Antal,	2
Tábori Csaba,	3
BME Ipari termék- és formatervező mérnök szakosai	2
GÁSPÁR SZILÁRD,	2
Vit Havranek,	3
Mandy Gehrt,	2
HORVÁTH ROLAND,	2
Rastatter Linda,	1
Tolcsvay László zeneszerző	1
Sulyok Miklós művészeti vezető,	1
Amigó (Bogdán János),	2
Kovács Géza,	2
Ioan Bunus,	2
Gonda Tibor  alpolgármester úr	1
Cseke Szilárd-Molnár Annamária,	2
Gáti György fotográfus,	4
Katerina Belkina,	6
Madácsy István képzőművész,	1
könybemutató,	2
Noll Tamás	2
GÖDI VASS István,	2
Sinkovics EdE,	2
Zákányi Péter művészettörténész	1
Jung-Chih;,	2
Korodi Luca és Korodi János,	2
Takács Szilvia	12
e "rendellenes felület",	1
ISMAIL KHAYAT,	2
Kovács Imrich,	2
Somogyi Zsófia	13
Milos Sein	1
Balogh Péter,	2
Az Enciklopédia Kiadó könyvbemutatója,	2
Golasz Tímea,	2
Technica Schweiz & Katarina Šević	2
Mészáros Zsuzsanna,	2
Pátkai Rozina,	2
Buvári Tamás	2
Siskov Ludmil,	3
Orshi Drozdik Orsolya,	2
Bartha Márk,	4
Herczeg Zoltán divattervező	2
Hallható Fény,	2
Hans Schabus,	2
DÓSA Géza,	2
Bulcsú Tamás,	2
Benyovszky-Szűcs Domonkos,	1
Szegedi Maszák Zoltán,	2
ÉLIÁS Ádám,	2
Eva Egermann és Christina Linortner,	2
Edina Fazekas,	2
Huszárik Zoltán rajzai	2
Szabó Ildikó,	2
a Tarkovszkij – Emlékek tükre című kiállításon	1
a Műcsarnok főkurátora,	1
Haász Katalin	7
José HEERKENS,	1
Orosz Helga,	2
NÉMETH MELITTA,	2
Első Magyar Látványtár Alapítvány,	2
Pär Viktor Hjalmarsson (Sweden),	2
Erdei Krisztina,	51
Magyar Építész Kamara Belsőépítészeti Tagozata,	2
Kenneth Martin,	2
Tálos Attila,	2
Baráti Kristóf hegedűművész	4
Kondor-Szilágyi Mária művészettörténész	2
Szöllősi Géza	2
Zellei Boglárka Éva,	5
Ferenczy Bálint,	25
Art Deco,	2
*Fodor János,	4
Ríz Gábor országgyűlési képviselő	2
Carole Glauber,	1
Bódi Marianna,	2
Kihelyezett csoportos kiállítás Szombathelyen a Szombathelyi Képtárban,	1
Torbágyi Péter,	1
Perenyei Mónika	2
Makino Takashi (Japán) – film,	2
Winkler Barnabás,	2
Jékely Zsolt	1
Ferenc S. Apor,	4
Török Gábor,	4
Sipos István	2
Gábor Marianne	2
Sztefanu Marina,	7
Vekerdy Tamás	2
Mezei Gábor,	2
Felföldi Lídia,	2
Márkus András,	2
Lovas Franciska,	2
Kerékgyártó Béla,	2
OZSVÁT SÁRA festőművész,	2
Kiss-Kuntler Árpád,	1
Jan Riesenbeck,	1
Kengo Kuma előszavával,	2
Móricz-Sabján Simon,	9
Kenedi,	1
MOLNÁR ZSOLT,	6
gazdasági vezető,	2
Dovak Melinda Ilona,	2
Liz Nielsen,	2
fr. Kálmán Peregrin művészettörténész,	1
B. Szabó Veronika,	2
Alexander Braun,	2
Liz Ingram,	2
Szabó Szilveszter	2
Völgyi Anna,	12
A Budapest Art Week-kel közös rendezvény	1
MKE_Intermédia Tanszék	2
Gera Noémi ékszertervező és Lenzsér-Mezei Kata ékszertervező,	2
Mátyás Péter	13
Csőre Gábor,	4
Tommy Persson,	2
Hajdú Zsolt,	4
Olajos György,	27
Miroslav Hák,	1
Prof. Csanádi Judit rektor,	2
Szalipszki Judit,	22
Ivan Havlice	1
Major,	2
Karolyi Zsigmond,	2
Gianni CARUSO,	1
Diner Tamás fotóművész	2
Rade PETRASEVIC,	2
Dankó Dalma,	4
a GYIK Műhely megálmodója,	2
Hernádi Iván,	2
Josef Capek,	2
Marko Tadic,	6
Erik JANEČEK,	4
Fejős Miklós képzőművész kiállítása,	2
Bea KUSOVSZKY,	2
Hermina Alkotócsoport,	6
Jokesz Antal fotográfus	2
NEMES MÁRTON,	2
Erdész Ádám,	2
Farkas Kata,	2
Varga Ferenc képzőművész,	1
a kiállítás kurátora és producere,	2
ARTjáró Összművészeti Fesztivál,	2
Máthé Andrea esztéta,	2
Fajcsák Györgyi,	2
Jonathan Monk,	2
Kovács Zoltán	2
Ütő Gusz­táv	2
Kő Natasa	1
BAÁN Katalin m.v.,	2
Alin Rihor,	2
Juhász Ferenc	1
FKSE,	1
Szegedy-Maszák Zsuzsanna művészettörténész	1
Iván Csudai,	2
Miksa Bálint festőművész	1
közreműködik: Forgács Péter,	2
Hegedűs Anikó  művészettörténész,	2
Horkay István	1
Lukácsi Huba,	1
REHFELDT,	2
satöbbi...,	2
Győri Andrea,	2
Symposion Alapítvány,	2
megnyitja: Sass Valéria szobrászművész  a Magyar Képzőművészeti Egyetem Szobrász Tanszékének egyetemi docense	2
Oto Hudec (SK),	2
dr. Nagy Imre,	2
Gózon Márta,	1
Czimbalmos Kozma Andrea,	2
Trenka Csaba Gábor	2
Palotai Gábor – Peternák Miklós,	2
Molnár Anna,	2
Momentán Társulat	2
Mezey Katalin,	2
Martijn van den Bosch,	1
Bill Thompson,	2
CSÁJI Attila m. v.,	2
Bo­do­ni Zsolt,	2
és mások,	5
Lengyel András grafikusművész	3
Maróy Ákos,	2
F L I E G A U F  B E N E D E K,	2
Soós Borbála művészettörténész	2
Marlene Dumas,	8
Agnieszka Kowalska,	1
Solymos Sándor,	2
Ébli Gábor	6
Baán András ésJuhász Attila	1
Bene Géza,	3
Kovács Szabolcs Gergő,	2
Baranyai Tímea	2
Bartha Tünde Andrea,	2
Nicholas Sokolov,	1
Nemzeti Szalon 2017,	1
Adam Bota	4
Katja Pratschke & Gusztáv Hámos (Berlin),	1
Koreográfus: Nyina Gasztyeva,	1
Szakáll Évi,	2
IZSÁK Előd,	4
Szilágyi Robin,	2
Dieter Roth,	2
Borsos István,	2
Jože Slaček,	2
Temple Réka	2
Abaffy Kinga	4
Serafín Álvarez,	2
Zdzislaw Sosnowski,	2
Futaki Attila,	2
Roza Martinez,	2
Absentology	2
BAUHAUS DISCO	2
MIKUS Áron,	2
Ciszér Zsuzsi,	2
Szalay Péter	7
Agata Królak,	1
Magdalena Radomska,	2
Veress Enéh,	1
Angelo,	3
Tolnay Imre	4
Kecskeméti Sándor Munkácsy.díjas keramikusművész,	1
Daniel Spoerri,	10
Sim,	2
Ligetfalvi Zsolt,	2
Eugene Y.C.Zhou,	2
Rudas Klára	6
Rosendo Vega,	2
Szöllősi-Nagy András	12
Anouk KRUITHOF,	3
Isabelle Fremeaux	2
Menü Pont - Ravasz András,	1
Végh Odin Júlia,	2
Simon Kati	13
FINTA Edit,	3
és a Ludwig Múzeum kurátori kollektívája,	2
Pézmann Andrea,	1
ÁZBEJ Kristóf,	6
Salem Haddad,	2
Borbás Dávid (BKF),	2
Arkadiusz Ignasze,	2
Alexander Kalachev,	2
Rendhagyó tárlatvezetés - Élő Könyvtár	2
Krassimir Terziev,	2
Slow,	2
Burkus Judit,	6
az m.ikOn első és második számában bemutatásra kerülő művészek,	2
Lotz Károly,	3
Csermanek Ltp.,	2
Szabó Virág,	4
The PG Group,	2
Bánfalvy Zoltán,	1
Mestyán Ádám esztéta	1
Nafy Tamás,	2
Galerie Gaudens Pedit,	2
Előadó: Baranyai Béla újságíró,	2
Keserü Katalin  művészettörténész	1
Helena Thuemmel,	2
Az Igazgyöny Alapítvány tanítványainak kiállítása,	2
Czakó Ferenc,	2
Virágvölgyi Istvánnal,	2
Nguyen Lan Lilla,	4
Csi  Peng,	1
TABAIMO,	2
Tangl Edit,	5
David Èerný,	2
Thomas Lanigan-Schmidt,	2
Hannes Zebedin,	2
Sunit Ghildiyal,	2
Sergio Sarra,	2
Urbán András,	2
Simon Ilona,	6
Christoph Grunenberg	2
Gajus Scheltema,	2
Hankiss Elemér	2
Hito STEYERL,	2
Előadó: Györffy Miklós	1
az U_35 plakátpályázat nyertesei,	2
Varga Gábor Farkas	2
Huiber Anikó	2
Viszló Áron,	1
Gehes Gábor	2
Reinhard Halsmayr	4
Sebastian Bieniek	2
Oláh Dóri,	2
Paolo Bottari – LIVORNO,	2
Jeneiné Dr. Rubovszky Csilla	2
NAGY István,	2
Marianne Shorten,	2
szervező: Páldi Lívia	2
André Hebbelinck,	2
Czigány Ákos	2
MANAMANA,	2
Svatopluk Mikyta,	8
Dr. Patrus Sándor - a Magyar Fotóművészek Világszövetségének elnöke	2
Xantus János,	1
TER WAL Paul NL,	5
Sebastiaõ Salgado,	2
Ecset,	2
Dr. Keserü Katalin,	2
Hans D. Christ	2
valamint a T+U szerkesztőinek részvételével,	2
Fritz Haeg,	5
Mihnea Mircan,	2
KUPCSIK,	2
Janicza Fanni,	1
Pribék Gábor – Kolozsvári Lajos,	2
Enyedi Ildikó	4
Gilbert Garcin,	2
Halász Krisztina	2
Stefan Cosma,	2
Paul és Helene Panhuysen,	3
Erdős János,	2
Századfordulós mintalapok a Schola Graphidis Művészeti Gyűjteményből,	1
KISMÁNYOKY KÁROLY,	2
Balázs Barnabás,	2
Keppel Márton	4
Eric Vilquin	2
Hogyan segíthetjük elő a zöldfelületek növekedését és a városi élet minőségének javítását?,	2
Jancsik Károly,	2
Andrasev Nadja,	1
SZIRMAY Zsanett,	1
Maurizio Cannavacciuolo,	2
dr. Papp Klára,	2
Ulrich Wirner festőművész,	2
HAP Galéria,	2
HINTS Institute,	2
Tarr Ferenc  Kontra Műhely	2
Zékany Diána,	2
Dr. Bodnár Zoltán,	2
Fenyvesi Edit,	2
Ganczaugh Miklós,	7
Nagymáté Eszter,	4
Révész László László,	42
DRÉGELY IMRE,	3
Marschall Norbert	2
Sepsiszentgyörgy,	1
Duncan Poulton (UK),	1
Szen,	2
Diet Sayler,	2
Móczán Péter,	1
Reinhard Bagyura,	2
ZATAR Osama,	2
professor emeritus Fekete György,	2
Parádi Judit	3
XI XINMIN,	2
Hannes Ribarits,	2
Hermann Ildi,	20
Berta Ibanez,	2
Margitay Orsolya,	2
Antonio Geusa,	2
Julius Gyula - Török Tamás,	2
Krétaguy,	2
Kőszeghy Csilla,	2
Lágler Péter	2
Adam Szentpétery,	2
PINTÉR GEORG,	2
Yumiko KIMURA SATO (J),	4
Kiss Márta festőművész,	1
Kontur Balázs,	25
Szerencsi Nemzetközi Iskola és Művésztelep,	2
Székely Iván (OSA),	2
Simon Péter	2
Damjanich u. 39,	4
BLAHÓ Borbála,	8
Ráczová Enikő Polly,	2
Farkas Fanni,	2
Bruno Bourel,	1
Nik Timková,	2
Dr. Gálig Zoltán művészettörténész  a Szombathelyi Képtár igazgatója,	2
Grace Schwindt,	1
Kemény Zsófi,	8
Törő Gábor,	4
Matkócsik András,	2
Jeymer Gamboa,	4
Heczku Ági,	2
Szabó Csaba Ádám	2
Müller Péter	2
Csi Peng,	1
a Magyar Építőművészek Szövetségének alelnöke	2
Dr. habil Czakó Kálmán egyetemi docens,	2
Major Lajos,	2
Fiatal Finnek Fóruma - finn formatervezők kiállítása	1
Francesca Gammicchia (I),	2
Nagy István,	10
Expedíció a jövőbe	1
Sandro Miller: MALKOVICH MALKOVICH MALKOVICH	4
Karas Dávid,	16
Koszorús Gergely,	2
Nina Stoelting német festőművész,	2
Válogatás az Arvo Pärt Központ nemzetközi építészeti pályázatának anyagából,	2
Horváth Roland  Jakatics-Szabó Vera,	2
Chochol Károly Balogh Rudolf-díjas fotóművész,	1
Cserményi Vajk	1
Zámori Eszter,	2
Fábián László,	4
közreműködik: Szuromi Tamás - gitár	2
Robert Waldl	2
Tisza Kata	2
Hasan Elahi,	2
Kósa Gergely,	10
Szert lili,	2
Vancsó Zoltán,	5
Kovács Zita	1
Erhardt Miklos	2
Izsó Zita,	2
68 művész,	2
Barbara Salvucci (Róma),	3
Kisfaludy András	1
Dr. Dietgard Grimmer,	2
Frazon Zsófia	17
Tara Murphy	2
Sethu Das,	2
Szilágyi Csilla	2
BASKA Barbara,	4
Mathilde Mestrallet,	6
Sarkadi Nagy B.,	2
Hamarits Zsolt - Steiner Villő,	2
Kozma Andrea,	7
Miroslav Korèák,	2
Csilléry Orsolya,	2
Rajk László/ Design,	2
VEREBICS ÁGNES,	2
Perneczky Géza művészettörténész	2
B. RAUNIO Maria,	2
IAMYANK	2
Tóth Pál	3
A MAMŰ Társaság kiállítása a Kecskeméti Képtárban!,	1
Beck András esztéta,	2
Sprenc Balázs,	11
Erdélyi,	1
Paizs László	2
Helena Tahir,	1
Hákli Tímea,	2
Tamás ST.AUBY,	2
Clemens von Wedemeyer,	6
Balázs Péter,	10
Ada Buchholc,	1
Ginelli Zoltán,	2
Hajdú Kinga	2
Somody Péter festőművész,	1
Fodor Janos,	1
Sisso	2
Köszöntő:Szilágyi Tibor színművész,	2
Buthi Patrik,	2
megnyitja : Kovács Johanna grafikusművész	2
FÜLEKY Adrienn • GÁBOR Éva Mária • GÁBOS József • GERGELY Nóra • GYENES Zsolt • HAáSZ Ágnes • HERENDI Péter • HERNÁDI Paula • HORKAY István • KÁNTOR József • KÁROLY-ZÖLD Gyöngyi (RO) • KECSKÉS Péter • KELECSÉNYI Csilla • KEMÉNY György •,	2
UGLÁR CSABA,	2
Prof. König Frigyes,	2
SAXON SZÁSZ János,	2
Dúl Antal	2
PÁLOS Anna,	4
Karpo Godina,	1
Thury Lili	2
Munkácsi Márton,	1
Popovics Viktória,	9
Dr. Farbaky Péter,	2
Molnár Judit Lilla  Molnár,	2
Jonas Dahlberg,	2
Joachim Koester,	2
Gyurkovics Tibor Kossuth-díjas költő	2
Varga Rita	6
Téreltérítés Munkacsoport,	6
ÁMOS Imre,	4
Anu Vahtra	2
Mathieu Tremblin (FR),	6
Fodor Gábor	5
William Mackrell,	2
KIRÁLY Ferenc	4
Gábor GERHES (H),	2
Vera Molnár (h/fr),	1
Lucian Popa,	2
Dubrovay László,	2
Ázbej Kristóf,	22
Készman József,	75
PEÉTR Fnani,	2
BME-MOME-AMI hallgatók párbaja,	1
Viola FÁTYOL,	1
SZILÁGYI Kornél & VÁNDOR Csaba,	2
Gerlóczy Márton,	2
Bodnár László,	10
Biró Eszter fotográfus,	2
Mezei Ildikó,	10
Dr. Gájer László	2
Tatiana Czekalska (PL),	2
Vinay Sharma,	2
Nicole Degenhardt (GER),	4
Horváth M. Judit,	6
Tomasz Piars	35
Marcel Schwierin,	4
Varjasi Tibor,	2
Czabán György,	4
Szentandrási-Sós Zsuzsanna művészettörténész	2
Mocsár Zsófia,	2
Jasmila ZBANIC (BIH),	2
NEMES Csaba,	8
Szarka Tamás	2
cARTc,	2
Arianna Ellero,	2
Kis Benedek,	2
Miklos GAÁL	2
Hennebelle B. Marie,	1
Ughy Szabina,	3
KISS GERGŐ,	2
Márki Zsuzsi,	2
SZIKORA Tamás,	6
