	step6	version 6 - top sim	version 6 - cnt
16015	takacs anett	59	3
16016	lovas nagy anna	62	1
16017	ezsias istvas	72	1
16018	szigeti mate	54	7
16019	alphons hustinx	52	1
16020	eros ferenc	80	2
16021	nevelo judit	50	6
16022	om bori	59	2
16023	lantos csenge	59	2
16024	doboss gyulairodalomtortenesz	49	2
16025	menu pont	50	5
16026	janesch peter	64	6
16027	bernard jennings	54	2
16028	fodor eniko	61	6
16029	mete balazs	67	2
16030	havancsak eva	57	1
16031	aatoth franyo	61	46
16032	john carter	53	3
16033	mihael milunovic moizer zsuzsa	50	1
16034	bea zita	67	2
16035	ginkmiszlivetz sara	53	2
16036	oravecz time	63	2
16037	alexine chanel	62	2
16038	kovacs levente	62	2
16039	horst antes	56	2
16040	ugo dossi	50	2
16041	beata jaczewska	59	2
16042	igor grubic	52	2
16043	neo rauch	50	7
16044	karoly ferenc hkg	65	2
16045	lanyi andras	67	2
16046	kuratorasszisztens csoka edina	49	3
16047	etienne sved fotografikus	50	1
16048	bohus zoltan	69	10
16049	jeno detvay	52	2
16050	magyari marton	64	1
16051	fredric jameson posztmodernizmus	45	1
16052	nagy gabriella	69	28
16053	suvi linden	58	2
16054	bagi laszlo	76	2
16055	bocsi krisztian	77	9
16056	zoltan solomon live	53	2
16057	tardymolnar anna	60	6
16058	tarr ferenc kontra muhely	52	2
16059	michael zimmermann	50	2
16060	fridvalszki mark	58	54
16061	mircea suciu	48	2
16062	toth pal	78	5
16063	konig figyes	54	1
16064	rizmayer peter	72	29
16065	hangyel orsolya	69	21
16066	nagy zopan	58	53
16067	kepzomiveszeti egyetem	56	2
16068	bada dada	67	9
16069	philippe brame	52	9
16070	racz ma	63	2
16071	francesca gammicchia	56	2
16072	mapping local	62	2
16073	kovacs kinga	70	5
16074	eross istvan	83	71
16075	barabas marton	69	35
16076	haasz katalin	77	60
16077	mats stjernstedt	55	2
16078	nick crowe	50	2
16079	bendzsel miklos	67	2
16080	felkert hod adrien	62	1
16081	rainer janos	78	4
16082	damo istvan	78	9
16083	grecso krisztian	77	10
16084	roland galharague	58	2
16085	pekko koskinen	48	2
16086	antal istvan	72	42
16087	lakner antal bme terelterites munkacsoport	44	2
16088	balogh laszlo munkacsydijas	73	1
16089	nagy gergely	75	30
16090	stauby tamas	61	7
16091	bom noise session	50	2
16092	balvin nandor	64	2
16093	marquetant tamas	59	6
16094	sebastian dimorales	58	2
16095	vadim fiskin	52	2
16096	duende duo	50	2
16097	polina ilyushkina	62	2
16098	janossy ferenc	72	1
16099	pertics flora	54	4
16100	kopacz kund	61	4
16101	rene burri	55	4
16102	pte muveszeti kar	56	7
16103	prokopp dora	61	2
16104	holly graham	55	2
16105	tolvaj zoltan	69	2
16106	malgorzata ohomirecka	55	2
16107	kiss robert	56	2
16108	jan sverak akkumulator	47	1
16109	makkay istvan	74	2
16110	aggyal festok vilagszovetsege	58	4
16111	herman levente katai istvan	56	1
16112	meszaros marta	69	7
16113	skuc galeria	58	1
16114	hernadi laszlo	72	2
16115	sibylle kreuter	55	2
16116	telkes timea	57	3
16117	marghescu maria	62	1
16118	sera ildiko	72	2
16119	kerekes zoltan	89	2
16120	elbert marta	62	2
16121	sziraczki gyorgy	71	2
16122	czako kalman	64	2
16123	temesvari balazs	67	2
16124	bornemissza eszter	67	1
16125	fajo janos	76	44
16126	duncan jones	69	2
16127	szendro veronika	65	9
16128	lukats andor	75	2
16129	rokas laszlo	73	1
16130	solyomne gyurk dorottya szentendre	45	2
16131	hans arp	60	1
16132	yane calovski	60	2
16133	zakar katalin	77	2
16134	meszaros zsofi	64	5
16135	alexander ochs alexander ochs galleries berlin	45	2
16136	olivier kaeser	57	2
16137	joze plecnik	52	2
16138	buza kriszta	67	2
16139	saifi claudia	74	2
16140	szeri viktor resztvevok cuhorka emese	46	2
16141	helenyi tibor	69	4
16142	matko vekiae	61	2
16143	eloado matyas peter	58	6
16144	bonnyai zoltan	71	1
16145	suveg katalin	77	4
16146	szabo marton	69	10
16147	tommaso tanini	56	1
16148	rendes belane	61	2
16149	bojana kunst	55	2
16150	esterhazy peter	67	15
16151	fazekas szabine	71	2
16152	carole glauber	69	1
16153	man ray	56	2
16154	sarkadi imola	58	1
16155	czanik matyas	58	4
16156	hajdu istvanetkritikus	59	1
16157	james charles armytage	61	2
16158	zsanko laszlo	77	2
16159	patrycja rup	50	11
16160	ruzicska tunde keramikusiparmuvesz	56	1
16161	rebecca straw	59	2
16162	shinseungback kimyonghun	45	4
16163	design karanak	52	2
16164	richard artschwager	54	2
16165	nagy sandor munkacsydijas	73	1
16166	kulcsar agnes	69	2
16167	biro botond	58	20
16168	cao fej	48	4
16169	alexandra mitlianskaya	55	1
16170	gosztonyi geza	57	1
16171	keim koronczi	50	2
16172	elo oriastarsasjatek	51	2
16173	toth zsofia	64	5
16174	susanna lakner	52	2
16175	adam bota alfredo barsuglia	49	2
16176	januar herceg	52	4
16177	nik timkova	56	2
16178	marian dork	67	2
16179	lise harlev	56	2
16180	international workshop	49	2
16181	sebestyen laszlo	76	3
16182	juhaszne szepesi beatrix	56	2
16183	frank gaudlitz	67	2
16184	herbszt laszlo	74	2
16185	marcell esterhazy	60	2
16186	toth marica	76	2
16187	kleb attila	75	5
16188	pados gabor	67	4
16189	varga jozsef	58	6
16190	tshibumba kandamatulu	47	1
16191	bolla rita	67	8
16192	faltis alexandra	57	2
16193	toth arpad	78	8
16194	davor gromilovic	52	2
16195	geiger roza	52	2
16196	krystian kowalski	60	1
16197	komondy zoltan	71	2
16198	somogyi zsofia	69	43
16199	tako hajnalka	56	2
16200	fejer gabor	73	4
16201	olah dezso	74	2
16202	arlath krisztina	77	13
16203	lenka kubelova	67	2
16204	markus peter	73	21
16205	tancos laszlo	77	2
16206	toro gabor	67	8
16207	bencsik barnabas ludwig muzeum	48	8
16208	david sutherland	57	10
16209	karoly eszter	72	5
16210	bokonyi istvan	69	1
16211	konok tamas kossuth	55	2
16212	csecsei ilona	67	2
16213	roma sazonov	61	2
16214	georgine ingold	67	2
16215	banki gyorgy	71	7
16216	toth attila balazs	59	2
16217	kotun viktor	70	12
16218	szauder david	55	3
16219	colin ford	56	2
16220	vladimir havrilla	57	2
16221	szirmai norbert	62	4
16222	eduardo arroyo	50	2
16223	ji minsun	53	1
16224	ania molska	58	2
16225	hitka lili	52	2
16226	szucs gyorgy mng foigazgatohelyettes	42	2
16227	maarit murka	64	2
16228	ravasz jonathan	64	5
16229	aron demetz	67	2
16230	lukacsi nora	75	1
16231	"javori ferenc ,,fegya"""	56	2
16232	nemeth laszlo	77	10
16233	cantemir hausi	54	1
16234	the work hungarian artist laszlo laszlo revesz	44	2
16235	komlos attila	75	1
16236	ipacs geza	57	3
16237	maija astikainen	55	2
16238	konig frigyes dla habil magyar kepzomuveszeti egyetem	56	2
16239	rimoczi istvan	72	4
16240	egykori kiallitoink	55	2
16241	paizs miklos	67	1
16242	szekely annamaria	63	12
16243	ravasz erzsebet	62	1
16244	hajdu eszter	67	2
16245	szabo eszter	83	102
16246	staatlichen akademie bildenden kunste stuttgart	43	2
16247	zoob kati	64	2
16248	csizmadia bendeguz	50	2
16249	mirna pokoric	50	2
16250	bilak krystyna	62	10
16251	ejtech esteban torre karpati eszter judit	45	2
16252	vaclav magid	56	2
16253	opanszki tamas	80	4
16254	vaczi lilla	57	2
16255	szalipszki judit	64	33
16256	bodnar laszlo	75	12
16257	alvin curran	64	2
16258	blaskovics bence	60	2
16259	sheehan conner	52	2
16260	szechenyi istvan egyetem epulettervezesi tanszekenek	49	2
16261	kukla krisztian modem muveszeti kozpont debrecen	46	2
16262	martonffy melinda	71	3
16263	csaky marianne kelemen karoly	47	2
16264	jakub jernajczyk	48	2
16265	banki tamas	80	2
16266	horanyi ildiko	72	2
16267	kaposi julia	70	2
16268	magdi vekas	61	2
16269	mattia barbieri	55	2
16270	vittoria mainoldi	60	2
16271	elekes botond	67	1
16272	amruta nemivant	62	2
16273	ujhazi peter	73	78
16274	nemeth csaba	70	2
16275	papp gergely	75	2
16276	nicole lamothe	57	2
16277	loska lajos	61	76
16278	helene romakin	54	2
16279	julia mangold	60	1
16280	berszan zsolt	70	8
16281	ad dekkers	57	2
16282	gulacsi horvath zsolt	55	2
16283	pilinger erzsebet	62	23
16284	mathe krisztian	77	1
16285	duncan poulton	69	1
16286	janota orsolya	74	2
16287	robin sperling	55	4
16288	tnpu telekommunikacio nemzetkozi paralel unioja	51	4
16289	ifj botar oliver	52	2
16290	petrla ferenc	75	2
16291	duliskovich basil	55	2
16292	jermakov katalin	69	3
16293	ata kando	67	3
16294	caroline walker	69	2
16295	juhasz barna	69	2
16296	konrad kuzyszyn	54	2
16297	bendek katalin	67	1
16298	baktay erika	67	1
16299	doro sandor	87	21
16300	lajti virag	55	2
16301	hajnoczkykenderesigrencso trio	45	2
16302	torok anita	64	3
16303	fejer csaba	73	2
16304	frankl aliona	67	18
16305	krisztina hunya	73	2
16306	kecskes agnes	69	2
16307	szoke katalin	77	12
16308	efzambo hdb	52	2
16309	skulteti ilona	69	2
16310	jaszi orsolya	74	4
16311	jukka silokunnas	57	2
16312	anna maragoudaki	52	2
16313	marina belova	67	2
16314	jenes gyozo	50	1
16315	szabo balazs	64	5
16316	olekszij radinszkij	53	2
16317	bende anna	67	2
16318	szebik imre magyarorszagi evangelikus egyhaz	42	2
16319	horvat helen sara	52	8
16320	rebeka poldsam	59	2
16321	adrienn csaszar	54	2
16322	szechenyi akademia	63	2
16323	martina funder	67	2
16324	tihanyi viktor	69	4
16325	balazs anna	64	21
16326	psod 1/4  kaliska	48	2
16327	frank janos	78	2
16328	nyilt strukturak muveszeti egyesulet	61	2
16329	stane jagodic	56	2
16330	tavir das	56	1
16331	volgyi toth zsuzsa	56	2
16332	donnak janos	67	7
16333	doleschall david	52	2
16334	szuhay peter	64	2
16335	markku andersson jyvaskyla	48	2
16336	tina sejbjerg	50	1
16337	alfredo jaar	52	2
16338	nottingham trent university	47	2
16339	balassa katalin	67	2
16340	andrej augustin	57	2
16341	karatson gabor tarlatan	57	1
16342	pazmandi antal	62	10
16343	radoslav putar	58	2
16344	sally robinson	50	3
16345	serly veronika	54	2
16346	zsolnai mihaly	71	2
16347	zsuzsanna gilice	60	1
16348	ronto attila	70	2
16349	aleksandra stepnikowska	70	2
16350	alin rihor	56	2
16351	janos szurcsik	60	2
16352	mancsiczky rebeka viselkedeselemzo	43	1
16353	susanne ruoff	52	2
16354	olasz kulturintezet	50	5
16355	aleksander zorgaf	60	2
16356	zene hammer	52	2
16357	terey janos	70	24
16358	lo caidahl	52	1
16359	zagyvai sari	57	12
16360	devai lilla	57	2
16361	fekete noemi	72	1
16362	szvoboda szofia rita	52	4
16363	jenny carlsson	59	2
16364	mamu tarsasag kulturalis egyesulet	54	2
16365	erdely emese	58	2
16366	gyurcsany ferenc	71	1
16367	kovacs mate bence	67	6
16368	marso peter	91	2
16369	pinke miklos	64	8
16370	silvia amancei	71	1
16371	isabelle le normand	53	2
16372	wolfgang riedler	52	2
16373	john grande	64	4
16374	colin foster	65	8
16375	kiraly judit	67	8
16376	sweet jane	60	1
16377	joreksarosi benzon	52	2
16378	kutatomuvesztelep homorod falvaiban	51	3
16379	sergey shekhosvtsov	50	1
16380	stark att	70	2
16381	pocsy ferenc	71	11
16382	john hirst	57	4
16383	faun deluxe	52	2
16384	hetedik muterem	55	2
16385	carey young	55	8
16386	marina abramoviae	57	3
16387	csepai eszter	70	2
16388	matyassy bence	59	1
16389	bernathy sandor	83	7
16390	palka jozsef	58	2
16391	doka peter	76	2
16392	sophie calle	54	1
16393	tatiana czekalska	56	2
16394	tonyomik trouvee	47	1
16395	varga farkas	78	8
16396	dobo katalin	72	6
16397	resko gyorgy	75	1
16398	tatrai annamaria	65	2
16399	christoph meier	67	2
16400	rene bachrach kristofic	56	2
16401	zsombori katona eva	55	3
16402	bruno mokross	52	2
16403	tarr kalman	73	2
16404	gyorffy mikos	56	2
16405	muosz fotoriporterek szakosztalyanak	53	6
16406	kurator trafo galeria	60	1
16407	aneta grzeszykowska	65	1
16408	bencsik istvan	69	6
16409	bencs daniel	69	4
16410	szombathy balinteti	61	3
16411	orszagh antal	64	2
16412	agos hanciu	57	2
16413	fillenz adam	52	2
16414	lantos zoltan hegedu juhasz gabor gitar	48	1
16415	gardi balazs	78	6
16416	zsuffa zsolt	67	2
16417	peter strickland	77	2
16418	juhasz kata tarsulat	63	2
16419	marta deskur	57	4
16420	koltay dorottya szonja	50	4
16421	katarina viskupicova	67	2
16422	friedmann endre	53	3
16423	aurel marian	64	2
16424	konstantin melnikov	57	2
16425	simonyak borbala	57	2
16426	bozzai daniel	64	8
16427	heath bunting	54	2
16428	kender krisztina	69	1
16429	elso magyar latvanytar alapitvany	56	2
16430	halmy miklos	61	5
16431	zana krisztian	73	8
16432	kemecsi lajos	62	4
16433	czeto bea	78	2
16434	faltisz alexandra	67	2
16435	koller margit	64	43
16436	kopasz tamasz	61	2
16437	pahi peter	70	10
16438	szilagyi terez	67	24
16439	hegedus eszter	59	4
16440	toth eszter adel	56	2
16441	henri cartierbresson	59	7
16442	roza martinez	58	2
16443	bob fosse mindhalalig	55	1
16444	katarina eismann	67	2
16445	fodor gabor	70	8
16446	fabian gabor	67	4
16447	ethan scott new york	46	2
16448	kozremukodik szilasi laszlo hegedun	47	2
16449	lisa wolfin	55	1
16450	toth erno	58	6
16451	erika miller fate	56	2
16452	moro laszlo	83	1
16453	czeto beaty nl	78	7
16454	mothokgo ronald	52	2
16455	francois laquieze francia nagykovetseg kulturalis	47	1
16456	moritz pankok	58	2
16457	stefan themerson	53	4
16458	nemeskurty istvan	65	2
16459	molnar istvan iscsu	62	6
16460	arjan janssen	54	4
16461	frenak pal	63	2
16462	philip glass	48	1
16463	novak mark	57	2
16464	michel gondry	51	2
16465	tarr attila	73	4
16466	vegh balazs	73	2
16467	olah tzumo arpad	64	2
16468	frantisek kupka	56	1
16469	bun zsofia	67	4
16470	yuno designe	52	2
16471	szula zsuzsanna	73	4
16472	mayte vieta	57	2
16473	suranyi mihaly	71	44
16474	sebo judit	70	9
16475	mathieu tremblin	53	12
16476	vince otto	60	2
16477	zombola peter	70	1
16478	bartus andrea	64	2
16479	karvalics laszlo	71	2
16480	balasz laszlo volksbank	53	2
16481	szszilagyi gabor	67	2
16482	marko luliae	61	2
16483	pink horse trio	59	2
16484	gazdag agi	73	2
16485	dregely imre	58	7
16486	lakner zoltan	74	2
16487	martin herbst	58	24
16488	fodorne laszlo maria	58	5
16489	deli anna	60	2
16490	gazdag gyula	73	2
16491	chilf mariatorok tamas	54	1
16492	kiss viktor	75	1
16493	pascal vochelet	50	2
16494	etentuk inemesit	57	3
16495	lendeczki kinga	58	2
16496	kollarklemencz laszlo	65	4
16497	lis blunier	55	4
16498	ailsa margot mackenzie	56	2
16499	dj audiolife	45	2
16500	sipos orsolya muzeumpedagogus	45	4
16501	lossonczy ibolya	56	1
16502	laura ghinea	55	2
16503	sos eniko	76	2
16504	tervezografikus ma	51	2
16505	lauren perlow	55	2
16506	toth dominika dalma	51	2
16507	art lover	57	2
16508	kaos camping	52	2
16509	mikko kuorinki	54	2
16510	detre katalin	72	2
16511	kiss kalman	73	2
16512	bartek zsolt	70	5
16513	gyemant balint	62	2
16514	pecshez szobraszmuveszek	49	2
16515	janicza fanni	58	1
16516	schaffer zsuzsa	73	2
16517	makkaikovacs beatrix	55	5
16518	trieb zsuzsa	67	4
16519	vikentyij dav	48	2
16520	tim etchells	58	2
16521	marie mauzy	56	2
16522	kenny macleod	59	2
16523	anita andrzejewska	65	2
16524	robert makar	56	2
16525	sturcz janos phd	59	2
16526	jochen gerz	64	2
16527	tarczali andrea	65	9
16528	stuart alexander	67	2
16529	fiatal kepzomuveszek studioja egyesulet	61	6
16530	orvostoth noemi	58	4
16531	suvi linden rockenbauer zoltan nemzeti kulturalis orokseg	45	2
16532	cyprien gaillard	56	4
16533	babinszky csilla	67	42
16534	cseh fruzsina	69	4
16535	foldes dora	60	2
16536	fehervari tamas	69	33
16537	vendegunk molnar piroska	48	1
16538	tom schofield	56	2
16539	johannes rantasalo	55	1
16540	harcsa bela	61	2
16541	cristian kobi	75	2
16542	volunteer call	54	2
16543	scannell aine uk	62	2
16544	zsinka gabriella	76	16
16545	zsin judit	73	2
16546	foldvari zsuzsanna	73	2
16547	silvio cattani	71	2
16548	bartha agnes otvosmuvesz	49	1
16549	khoor viola	54	2
16550	irina magurean	58	2
16551	magyar kepregeny akademia	49	2
16552	turay hedvig	50	1
16553	adam zsofia	67	13
16554	kurator balazs anna	60	2
16555	magyar viragkotok	60	1
16556	ivan iliae	57	1
16557	anni lopponen	50	2
16558	jonas peter	76	5
16559	kocsis barnabas	76	2
16560	kollar arpad	64	4
16561	kristof weber	64	2
16562	nagy anita	70	2
16563	sztruhar zsuzsa	73	11
16564	carsten stabenow	57	1
16565	krisztian kristof	67	2
16566	helga thorsdottir	50	1
16567	horvath bence	69	2
16568	ann marie cusack	62	2
16569	mediations biennial	53	2
16570	leonardo haid	52	3
16571	university applied arts	60	2
16572	kaszanitzky anna	62	2
16573	gacs kalman	73	2
16574	hock beataetkritikus	47	1
16575	eloado ungvary krisztian	68	1
16576	bencsik orsolya	69	4
16577	nemeth pal	73	4
16578	frederique constant	50	1
16579	ekaterina zhingel	61	2
16580	ona tav	59	7
16581	tuulikki rannansavola	50	2
16582	vegh julia	67	13
16583	banyasz anna	87	2
16584	universitat essen	60	1
16585	congosound dj	43	2
16586	reti agnes	73	5
16587	mare tralla	61	2
16588	mona oates	61	2
16589	slavko vorkapich	50	2
16590	lucian bernhard	56	1
16591	urmos zoltan	80	2
16592	arne borgan	61	2
16593	justin tyler tate	53	1
16594	huszar ildiko	72	2
16595	kisspal anna	70	2
16596	mazzag istva	64	2
16597	szekely agota	59	2
16598	szotyori laszlo	69	3
16599	emilio villanova	56	1
16600	elhassan rozaessalam haddad	45	2
16601	roman gyorgy	80	3
16602	muveszeti doktori iskola	53	2
16603	miroslav michela	54	2
16604	marianna oklejak	58	1
16605	vej csia	56	2
16606	pattantyus marton	53	2
16607	juhasz tekla beata	63	2
16608	grof balazs	78	4
16609	hodosy eniko	76	10
16610	ingo gerken	56	2
16611	barbara muller	61	2
16612	csik gyula	56	2
16613	pinter sonja	55	43
16614	hajdu ildiko	72	26
16615	cseke sz	57	2
16616	bajgal dolgon	48	6
16617	fazakas csilla	69	2
16618	hamar blanka	61	2
16619	rade petrasevic	52	2
16620	arki noemi	64	2
16621	christian jankowski	75	8
16622	marko peter	91	4
16623	fukui atsushi	45	4
16624	fekete viktoria	69	5
16625	sabine himmelsbach	50	2
16626	zongora markus tibor	56	2
16627	christian reder	67	4
16628	naomi tereza salmon	52	2
16629	papp gabor	74	3
16630	szegedi eva	61	2
16631	szilagyi lenke-dora berkes	60	1
16632	zanin eva	60	2
16633	cser brigitta	54	2
16634	szalai judit	73	7
16635	molnar laszlo	83	7
16636	kim boulukos	48	2
16637	szavai istvan rajztanar	54	2
16638	rodolf herve	50	21
16639	feher margit ujsagiroszerkeszto	52	1
16640	gyuris robert sinkovics ede	48	2
16641	kismartylechner zita	52	3
16642	wagner edina	56	2
16643	trembeczki peter	59	16
16644	simon etelka	58	2
16645	koszegi edit	61	2
16646	pia pollmanns	57	2
16647	karl fruzsina	69	14
16648	michael milburn foster	65	4
16649	gregory yapak	50	2
16650	mario biasi	73	1
16651	mehes lorant	58	16
16652	banyai anna	87	2
16653	fodor pal	70	6
16654	wong karwai	57	3
16655	horvath stefania	69	1
16656	papp jano	74	2
16657	exartists' collective	48	1
16658	benko barnabas	76	2
16659	balogh rudolfdijas	50	1
16660	bicskei zoltan	67	1
16661	jon dean	63	9
16662	sorin tara	59	3
16663	puskar krisztian	73	11
16664	buzogany anna	75	4
16665	barvich ivan	58	2
16666	art moments fesztival	54	2
16667	makhult gabriella	69	6
16668	feher marta	69	12
16669	omar bashir	73	2
16670	halmihorvath istvan	69	36
16671	kepp showroom	44	2
16672	sziman gyorgy	80	11
16673	kiss eva emese	56	2
16674	szlabey zoltan	74	4
16675	jean pierre bolivar busarchitektur	44	1
16676	yan shao	56	2
16677	kolbe mihaly	69	4
16678	huber sielecki	53	2
16679	kondor janos	67	2
16680	sajo edit	63	2
16681	paulo monteiro	52	2
16682	kaprinay zoltan	64	2
16683	szilagyi janos gyorgy	71	1
16684	turcsanyi antal	64	5
16685	yann gross	57	2
16686	bekesi laszlo	69	6
16687	alan parker promenad gyonyorbe	44	1
16688	tamas ilauszky	56	2
16689	hyungji park	75	2
16690	odoni alessandra	61	2
16691	muller imre	58	1
16692	sores zsolt	70	91
16693	henriette grahnert	55	5
16694	nagy tamas	70	15
16695	st merliht	53	2
16696	karla spiluttini	55	2
16697	antal laszlo	72	2
16698	szentevarga balint	62	1
16699	alexander schikowski	70	13
16700	megyik janos	70	29
16701	perger laszlo	72	2
16702	appelshoffer jozsef	58	2
16703	rath geber attila	64	1
16704	revak istvan	69	2
16705	jiri kolar	50	3
16706	kristina norman {ee}	57	2
16707	kanyasi holb margit	62	2
16708	hajnal nemeth	52	2
16709	dusa hella	57	2
16710	ernyey gyula	55	14
16711	laszloffy zsolt	67	2
16712	tervezz ocztos istvan	65	2
16713	foglalasi bizottsag	52	2
16714	uveges gabor	67	4
16715	bene zsuzsanna	69	3
16716	bur gabor	70	1
16717	kiss benedek kristof	65	2
16718	sarmen beglarian	64	2
16719	lamia joreige	52	2
16720	carmen vasile	55	2
16721	kolozsvari mariann	60	2
16722	kreativ toltet foglalkozasain	50	2
16723	koszorus gergely	62	2
16724	kovacsy tibor	64	2
16725	ruanne abourahme	59	4
16726	peter land	77	2
16727	amadeus muveszeti alapitvany	56	2
16728	eva maria wilde	54	2
16729	micha3 brzezinski	52	3
16730	wnemessuri zoltan	67	2
16731	morocz istvan	65	6
16732	kokas ignac	52	6
16733	borbas robert	52	1
16734	kaintz regina	56	3
16735	dimitrije basicevicmangelos	48	2
16736	fernezelyi marton	57	19
